trade_date,high,low,volume,amount
20230102,20.19,19.92,1926980,38539600
20230103,19.96,19.62,1416695,28118840
20230104,19.37,18.94,3314647,63751090
20230105,20.11,19.66,5581005,111194183
20230106,20.40,19.99,3398773,67991281
20230109,20.24,19.96,3086630,61902019
20230110,19.98,19.88,4154626,82960375
20230111,20.25,19.99,4343361,87569703
20230112,19.92,19.59,1438917,28282262
20230113,20.12,19.70,2730222,54497705
20230116,20.97,20.34,5724708,118527658
20230117,20.50,20.21,3671299,75216170
20230118,21.07,20.38,3736219,77517780
20230119,20.49,20.26,5107994,104627124
20230120,20.19,19.88,4179749,84022169
20230123,20.16,19.66,5596945,112515041
20230124,20.30,19.80,1097678,21806005
20230125,19.74,19.63,3545949,69891812
20230126,20.01,19.62,4139223,81676684
20230127,19.71,19.62,3750186,73822058
20230130,20.16,19.84,4577089,91677594
20230131,20.35,20.06,3191630,64739118
20230201,20.91,20.22,1862410,38025368
20230202,20.55,20.27,4828235,98978043
20230203,20.62,19.92,1598759,32500986
20230206,20.35,20.14,4414601,89431106
20230207,20.44,20.08,1078782,21897317
20230208,20.39,20.12,1861072,37767303
20230209,20.40,19.95,2460725,49608125
20230210,20.66,20.18,4595946,93637339
20230213,21.16,20.66,4020047,83776736
20230214,20.77,20.40,5340134,109339558
20230215,20.66,20.40,2024592,41746106
20230216,20.37,20.12,5792922,117858762
20230217,20.33,19.91,1223820,24629203
20230220,19.98,19.88,5746994,114800790
20230221,20.14,19.87,5351178,107347938
20230222,20.44,20.15,2991159,60403411
20230223,20.41,20.36,1652935,33652772
20230224,20.53,20.36,5694223,116016871
20230227,20.86,20.61,5325441,109968007
20230228,20.83,20.72,2840219,59141080
20230301,20.72,20.65,5008492,103640143
20230302,20.97,20.80,4358933,90953393
20230303,21.29,20.62,2868712,60397799
20230306,21.49,21.04,3617802,77643434
20230307,22.41,21.90,1386379,30381023
20230308,22.51,22.41,2040239,45816921
20230309,22.38,22.25,4599080,102547887
20230310,22.97,22.65,3327842,75571399
20230313,22.73,22.53,4684524,105831428
20230314,22.40,22.14,1107848,24681766
20230315,22.49,22.07,2054482,45982675
20230316,22.46,21.96,3760788,83661105
20230317,22.06,21.99,3848658,84863886
20230320,22.17,21.43,2973694,64623846
20230321,22.05,21.46,2918135,63296177
20230322,21.48,21.24,2103917,44968636
20230323,20.99,20.45,1864898,38816531
20230324,20.80,20.70,1576464,32675857
20230327,20.91,20.53,3013116,62042838
20230328,20.29,19.98,4012907,80981535
20230329,19.96,19.75,1473584,29345513
20230330,19.88,19.66,1734079,34357500
20230331,19.88,19.50,3083771,61037909
20230403,20.36,19.97,2131042,42846514
20230404,20.92,20.26,1284569,26103869
20230405,20.26,20.22,3374195,68344055
20230406,19.94,19.80,4209255,83820148
20230407,19.96,19.78,2442450,48528415
20230410,19.59,19.40,1052579,20527099
20230411,19.76,19.44,3270679,64099935
20230412,19.46,19.15,3526459,68486051
20230413,19.92,19.59,1145535,22525420
20230414,19.65,19.20,5144386,98990603
20230417,19.61,19.33,5679418,110201822
20230418,19.95,19.42,4474919,87468754
20230419,19.46,19.37,2514746,48819046
20230420,20.11,19.66,5501881,109549380
20230421,19.92,19.83,3785555,75124022
20230424,19.83,19.74,5315066,105055406
20230425,20.03,19.42,5063752,99999598
20230426,19.76,19.34,5523820,107722014
20230427,19.89,19.62,1374873,27032309
20230428,19.76,19.46,4935466,96181047
20230501,19.94,19.68,4064094,80078581
20230502,20.01,19.81,2836145,56349130
20230503,19.58,19.49,4397373,86046394
20230504,19.68,19.63,5298699,104107887
20230505,19.53,19.49,5430909,105993859
20230508,19.51,19.47,1079402,21037929
20230509,19.64,19.21,2543106,49549146
20230510,19.80,19.37,4149203,81215907
20230511,20.11,19.79,4789889,95404901
20230512,19.96,19.78,2904678,57790504
20230515,19.94,19.75,2830554,56216080
20230516,20.16,20.01,1255264,25158353
20230517,20.11,19.89,3342506,66932441
20230518,20.12,19.69,5730749,114685992
20230519,20.37,20.13,3753263,76049121
20230522,20.73,20.31,4005288,82693673
20230523,20.47,20.03,5494426,110844797
20230524,20.14,19.78,4167775,83762146
20230525,20.56,20.05,4794919,97133826
20230526,20.30,19.95,2865435,57434692
20230529,20.17,19.79,4777421,96000800
20230530,19.79,19.49,4772119,93330039
20230531,19.82,19.48,3451507,68104804
20230601,19.46,19.22,1736099,33703358
20230602,19.49,19.39,3798281,73783861
20230605,19.39,19.27,2308559,44682117
20230606,19.54,19.47,4158480,81081915
20230607,20.02,19.59,1542645,30639305
20230608,19.57,19.32,4891835,95304374
20230609,19.55,19.21,5495928,106359397
20230612,19.34,19.14,1205043,23231275
20230613,19.59,18.91,3754056,72570436
20230614,19.57,19.16,2739156,52740795
20230615,19.69,19.28,2725943,52977477
20230616,19.77,19.13,2270307,43891914
20230619,19.20,19.00,1874313,35901921
20230620,19.20,19.08,2183922,41893207
20230621,18.92,18.58,1367856,25759971
20230622,18.58,18.50,5922196,109787676
20230623,18.89,18.58,3792935,71266721
20230626,19.03,18.89,4123072,78293740
20230627,19.17,18.78,4392827,82719530
20230628,19.59,19.31,5630009,109003926
20230629,19.66,19.52,5714944,111835063
20230630,19.63,19.23,1398628,27163908
20230703,20.14,19.98,3455822,69196317
20230704,19.78,19.61,1214081,23948008
20230705,19.92,19.51,5385873,106509147
20230706,20.03,19.67,1741652,34592013
20230707,19.78,19.47,1400784,27658410
20230710,19.91,19.40,5378367,107076462
20230711,19.88,19.68,2916496,57554269
20230712,19.87,19.73,1209734,24024757
20230713,19.38,19.12,2730941,52243039
20230714,19.32,19.18,5829209,112339840
20230717,19.27,18.94,4033650,76857885
20230718,19.42,19.34,5880453,114098119
20230719,19.46,19.19,5718545,110581184
20230720,19.52,19.04,2522898,48595136
20230721,19.60,19.51,5553081,108455490
20230724,20.14,19.82,1754901,34909248
20230725,20.75,20.07,2355153,47368059
20230726,20.01,19.61,1926047,38046863
20230727,20.15,19.56,3555094,70709769
20230728,20.21,20.09,1581201,31846611
20230731,20.03,19.69,1744804,34772044
20230801,20.36,20.21,1268125,25784924
20230802,20.47,20.32,1046933,21368605
20230803,20.79,20.53,4034468,83794845
20230804,21.20,20.91,4612802,96843395
20230807,20.69,20.28,3222500,66608390
20230808,20.65,20.31,2553469,52566993
20230809,20.66,20.30,4686616,96177985
20230810,20.47,20.20,5470261,111680903
20230811,20.57,20.21,5594714,113519859
20230814,20.80,20.24,4408280,90180996
20230815,20.52,20.06,2677893,54888144
20230816,20.69,20.11,3576467,73869018
20230817,21.14,20.60,5966148,123917237
20230818,21.40,21.17,2096393,44816865
20230821,21.98,21.43,3599591,78556887
20230822,21.84,21.74,1575469,34293663
20230823,22.13,21.73,2827299,61586751
20230824,21.77,21.42,4899939,106495276
20230825,21.51,21.39,5545018,119017645
20230828,21.91,21.56,5646573,123694796
20230829,22.33,21.95,3372611,74210026
20230830,22.03,21.47,4913535,107854069
20230831,22.99,22.72,5496721,125507333
20230901,22.82,22.74,3874325,88293987
20230904,23.15,22.97,5338875,123275261
20230905,23.65,23.00,5375808,125175582
20230906,23.98,23.52,5080459,119726932
20230907,23.73,23.02,5437000,127251246
20230908,23.86,23.32,4179773,98845066
20230911,24.06,23.95,1364336,32824801
20230912,23.67,23.60,2963818,70025149
20230913,23.38,22.98,2687357,62359875
20230914,23.44,23.26,4636201,107950677
20230915,23.72,23.64,5463307,129471552
20230918,24.25,23.82,1489637,35741062
20230919,24.87,24.62,1859220,46103766
20230920,25.62,25.44,2894817,74031549
20230921,25.43,24.95,2624586,65786663
20230922,25.32,24.86,2905656,73303021
20230925,25.71,25.34,5953406,151302567
20230926,25.92,25.53,3206821,82078742
20230927,25.29,24.93,5567835,140343935
20230928,25.73,25.30,2671739,68212762
20230929,25.19,25.06,1084073,27200966
20231002,25.65,25.02,1640235,41466138
20231003,25.85,25.07,5458769,138261509
20231004,25.45,25.06,1694936,42868658
20231005,25.03,24.93,4254478,106360399
20231006,24.85,24.28,2777258,68272796
20231009,25.03,24.82,4355753,108401228
20231010,25.19,24.84,4925571,123413574
20231011,25.26,24.88,5728777,143906995
20231012,25.07,24.55,1429198,35807415
20231013,25.15,24.94,1043100,26147106
20231016,24.99,24.67,5617400,139676369
20231017,25.86,25.02,1816903,45746761
20231018,25.32,24.99,2506926,63462085
20231019,25.62,25.41,3558570,90439784
20231020,25.50,25.19,4543006,115708332
20231023,25.07,24.42,4678293,116480908
20231024,24.59,24.46,5781129,141616367
20231025,24.78,24.15,1214851,29796270
20231026,24.93,24.60,5368091,133611082
20231027,24.81,24.64,1423492,35136053
20231030,24.95,24.74,4042998,100613304
20231031,25.50,25.11,1581564,39999033
20231101,25.02,24.62,1383059,34324286
20231102,24.97,24.58,5003074,124352798
20231103,24.78,24.55,2029354,49940508
20231106,25.31,24.81,2842969,70998728
20231107,25.66,25.28,2208341,56362331
20231108,26.19,24.88,2814176,72250842
20231109,26.47,25.80,4769623,124775780
20231110,26.20,25.47,5567100,143381127
20231113,26.46,26.19,5147376,135566388
20231114,25.65,25.39,5431367,138056334
20231115,25.65,24.77,4935986,123530618
20231116,25.07,24.50,4730335,118502180
20231117,25.25,24.96,5326260,133405737
20231120,25.00,24.44,4653934,115367505
20231121,24.79,23.92,2456400,60491393
20231122,25.15,24.97,1039491,26092711
20231123,26.25,26.06,3673818,95976900
20231124,26.44,26.29,3461738,91273978
20231127,26.82,26.59,2463143,66023633
20231128,27.31,26.01,4426294,117787569
20231129,26.45,26.08,4357218,114826068
20231130,26.15,25.63,5356558,139861514
