trade_date,high,low,volume,amount
20230102,44.56,43.98,3689518,162338792
20230103,44.12,43.15,1232544,54122852
20230104,43.93,43.48,4401580,191552275
20230105,45.19,43.75,3807281,167654396
20230106,45.05,43.72,1769956,78610002
20230109,44.76,44.19,4636619,206287992
20230110,44.02,43.72,4381993,192545386
20230111,44.74,44.28,3854967,172057856
20230112,44.40,43.90,4123630,181620606
20230113,43.20,42.55,2498918,107837783
20230116,43.24,42.54,4519144,194879907
20230117,42.62,42.31,1490154,63225304
20230118,42.59,41.99,5525176,232707319
20230119,43.12,41.95,1059519,45030876
20230120,41.80,41.53,3903844,162476919
20230123,41.66,41.16,1963997,81634904
20230124,41.99,41.17,1263163,52512616
20230125,41.82,41.38,4337544,180740764
20230126,42.06,41.85,5146586,216173223
20230127,43.69,42.77,5099681,220126113
20230130,42.34,41.73,4093172,172101886
20230131,41.36,40.64,2323963,95981079
20230201,42.59,41.11,5221334,219492714
20230202,43.64,43.07,1915357,82696580
20230203,43.88,42.92,2495951,109032726
20230206,44.89,44.75,4336700,194385876
20230207,45.33,45.00,5765925,261261245
20230208,44.83,44.35,1652555,73467241
20230209,43.42,43.08,1893628,82193239
20230210,43.72,43.06,3656538,158999799
20230213,43.63,42.14,5959317,254946219
20230214,43.29,42.32,2304059,99423176
20230215,43.51,43.22,2422961,105110159
20230216,44.17,43.99,3346920,147250709
20230217,43.67,43.06,5854859,253170915
20230220,45.11,43.68,5454693,242011731
20230221,44.55,43.66,2128135,94464553
20230222,44.91,43.99,5088682,226304873
20230223,44.60,44.30,5831821,259654671
20230224,45.86,45.65,3886988,177800874
20230227,45.75,44.61,3700111,166027284
20230228,44.28,43.23,5494505,242384319
20230301,45.21,44.07,3424411,154206530
20230302,45.66,44.90,3349598,151163789
20230303,45.93,45.05,2152168,98052290
20230306,45.95,45.39,5838464,266704096
20230307,45.41,45.03,5882293,265604172
20230308,46.55,46.24,5262286,243937568
20230309,47.27,46.90,3258905,153343394
20230310,45.89,45.36,5748971,263669105
20230313,45.97,45.38,4174451,191047970
20230314,46.81,46.42,2723170,126446539
20230315,46.18,45.19,2050134,93667608
20230316,46.14,45.41,1745792,80328142
20230317,47.37,46.10,5326909,246769483
20230320,47.73,46.63,5695964,267036378
20230321,46.36,46.22,3336811,154323067
20230322,46.86,46.32,1259473,58725411
20230323,48.15,47.25,3719754,177628297
20230324,48.18,47.52,3718551,178703713
20230327,47.77,47.73,5199452,248345101
20230328,46.33,45.83,3306942,152735392
20230329,45.83,45.16,5740750,260641468
20230330,46.52,46.18,2326828,107509829
20230331,47.18,47.02,3463575,163013094
20230403,46.13,45.86,5909300,272286121
20230404,47.63,45.90,3740318,174602111
20230405,47.55,46.78,2774813,131519560
20230406,48.75,47.66,1635618,78381140
20230407,48.10,47.84,3863284,185447631
20230410,48.95,47.45,4365381,211174798
20230411,48.85,48.30,1639307,79519999
20230412,48.39,48.01,1563739,75526512
20230413,50.20,48.96,4087909,202060000
20230414,50.74,50.35,5597239,282118821
20230417,51.51,50.87,1879519,96693622
20230418,53.84,52.98,5603570,298027122
20230419,52.68,51.34,1204049,62732716
20230420,52.85,52.35,2059603,108127319
20230421,52.09,51.76,5083102,264554980
20230424,51.67,51.48,1053640,54364156
20230425,51.45,50.90,1413055,72338813
20230426,51.85,50.88,1004053,51970894
20230427,52.33,51.49,2676393,139387920
20230428,53.41,52.35,1106293,58420228
20230501,52.97,52.72,3001172,158285448
20230502,52.87,52.45,3885496,204032932
20230503,53.34,52.94,4883656,259688541
20230504,53.30,51.99,3098131,164884011
20230505,53.14,52.65,1564505,82595731
20230508,53.19,52.69,4542845,240360784
20230509,53.40,52.98,3133413,166152209
20230510,53.30,52.87,1876286,99590588
20230511,53.72,52.66,3114753,165850836
20230512,52.14,51.43,5032792,262361379
20230515,52.65,52.38,4273787,224554958
20230516,52.74,52.39,3184753,167650398
20230517,53.90,52.40,3944282,209606623
20230518,55.00,53.43,1212942,65894289
20230519,54.51,53.36,3392209,183424798
20230522,54.40,53.75,5442936,295186202
20230523,52.38,50.90,2935749,152702847
20230524,52.26,51.46,4965057,258810269
20230525,50.80,50.16,3299704,165545684
20230526,49.60,48.67,4220105,208600320
20230529,48.80,48.65,3129467,152248667
20230530,49.39,48.92,5910137,291787379
20230531,48.96,48.26,4568377,221555003
20230601,48.06,46.85,2642019,126904028
20230602,48.50,48.16,2039162,98902543
20230605,49.01,47.71,2315149,111120020
20230606,49.08,48.32,5165199,251484488
20230607,50.59,48.07,5046183,248669411
20230608,48.58,47.50,4537300,220332807
20230609,49.03,48.07,1719256,83349698
