trade_date,high,low,volume,amount
20230102,50.70,49.89,4388670,219433500
20230103,51.62,50.69,2707175,137693354
20230104,52.20,51.34,2689189,138236111
20230105,50.33,49.23,2236740,111949214
20230106,51.53,50.81,2663124,135987515
20230109,50.42,50.17,1044822,52635900
20230110,50.06,49.65,5921565,294820435
20230111,51.01,50.18,2839201,143009037
20230112,50.36,50.10,1247829,62578397
20230113,50.69,50.12,2793127,141394468
20230116,50.07,49.73,4580957,229002019
20230117,49.39,48.79,4055141,199190335
20230118,47.62,46.87,1420073,67314125
20230119,48.29,47.75,2790901,133277496
20230120,46.98,46.20,2822665,132253379
20230123,47.33,46.14,1247766,58547145
20230124,46.98,45.70,1934074,90492721
20230125,45.84,45.30,5774991,263048724
20230126,46.60,45.24,3038127,140210907
20230127,46.43,46.10,3163188,146071581
20230130,45.87,45.21,4126024,187461258
20230131,45.66,45.30,2505541,114074729
20230201,46.24,45.94,1931133,89156497
20230202,46.27,45.50,2419424,110983033
20230203,46.90,45.24,3104328,142895477
20230206,47.59,45.88,4968298,233336898
20230207,47.11,46.44,5320596,247866061
20230208,46.21,46.02,5491073,253494335
20230209,46.45,45.25,2194734,101170832
20230210,46.37,44.64,1917286,87806611
20230213,46.85,46.44,5236258,243210973
20230214,47.17,46.51,4246571,198931713
20230215,47.66,47.06,1071929,50768132
20230216,47.06,45.63,2439367,113679617
20230217,47.69,47.26,5439461,258194961
20230220,47.75,47.05,5729649,272505124
20230221,47.91,47.39,3144206,149420145
20230222,49.88,48.22,4033795,195445876
20230223,49.55,49.32,2037211,100940107
20230224,51.51,49.88,5095814,255485318
20230227,50.70,49.83,5300593,266024765
20230228,50.22,48.80,5200920,256650808
20230301,49.42,48.72,1963747,96238495
20230302,49.72,48.88,2284075,112545829
20230303,50.73,50.09,5734559,289592580
20230306,51.03,49.99,3807350,192256654
20230307,50.48,50.15,4237898,213735261
20230308,50.57,50.10,4538524,228176109
20230309,49.61,49.53,3616410,179294225
20230310,48.84,48.48,1215953,59117756
20230313,49.18,48.37,3316541,161441861
20230314,48.63,47.57,4825921,231291039
20230315,48.00,46.80,2156776,101128918
20230316,47.19,46.79,3178315,149685018
20230317,48.30,47.00,5678017,269857115
20230320,47.72,47.56,2564322,122231322
20230321,48.29,47.72,3782290,181989199
20230322,49.14,48.23,2709590,131355848
20230323,47.54,46.44,3431076,161588064
20230324,46.86,46.27,3595553,166862842
20230327,48.25,47.11,4534133,214137174
20230328,47.70,47.10,5339435,254194026
20230329,46.74,45.63,3942629,182344089
20230330,46.79,46.19,1181453,54794252
20230331,45.65,44.74,1610672,73255078
20230403,46.94,45.33,5652294,258183156
20230404,45.69,45.08,4264604,192385700
20230405,45.38,44.40,4862365,217248050
20230406,44.83,44.33,3304975,146724896
20230407,43.93,43.86,2729026,119725802
20230410,44.47,43.83,4240531,187630116
20230411,45.08,43.65,1538495,68036183
20230412,44.30,43.06,5620172,248616465
20230413,44.37,42.66,5647133,245826496
20230414,44.51,43.49,2952602,129436935
20230417,44.99,44.48,3265345,146031954
20230418,44.74,43.79,5309102,234483665
20230419,44.83,44.11,4644609,206988918
20230420,45.47,44.96,5782169,260898366
20230421,45.59,44.97,3337300,150663631
20230424,45.90,44.60,5040693,226208005
20230425,45.58,45.01,3716326,167335521
20230426,45.06,44.79,5626630,252537959
20230427,44.85,44.16,4659103,207314752
20230428,44.24,43.22,5504730,240803802
20230501,44.40,44.19,1909595,84722091
20230502,44.32,44.06,1431296,63282171
20230503,45.05,43.56,5119964,225664284
20230504,44.67,43.82,1229213,54671084
20230505,44.93,43.86,4804222,213257023
20230508,45.45,44.49,2359231,106108012
20230509,45.00,43.86,4903629,218258609
20230510,44.47,44.02,1374112,60827052
20230511,45.23,44.54,1747516,78374237
20230512,46.32,45.86,4566006,210418025
20230515,47.89,47.49,4207379,200551338
20230516,48.53,48.39,4359203,211105934
20230517,48.69,48.30,2748997,132988061
