trade_date,high,low,volume,amount
20230102,26.09,25.99,5299894,137797244
20230103,26.54,25.87,4412942,114418208
20230104,26.50,26.33,4464323,117677337
20230105,26.52,25.60,4687361,122773578
20230106,26.19,26.10,4247934,111071478
20230109,25.34,25.10,2333816,58750309
20230110,25.26,25.01,3301524,83092417
20230111,25.04,24.73,2030290,50257279
20230112,24.92,24.18,4172663,102600841
20230113,25.00,24.59,4070111,100517371
20230116,24.44,24.27,5365766,130446613
20230117,24.39,23.88,3348917,81071802
20230118,25.03,24.81,4551312,113331865
20230119,25.44,24.96,4579101,115843853
20230120,26.14,25.89,2714187,70559238
20230123,26.55,26.10,4830957,127391894
20230124,26.32,25.73,2510125,65375442
20230125,26.22,25.72,2829321,73305704
20230126,26.02,25.59,4600782,119171117
20230127,26.36,26.15,2789745,73147265
20230130,27.23,26.28,2938997,78846144
20230131,26.89,26.49,2288041,61229869
20230201,26.29,26.03,4275299,112071197
20230202,27.02,26.56,1638023,43623738
20230203,27.37,26.69,1354170,36734558
20230206,28.06,27.36,4116973,115103506
20230207,27.93,27.63,2080765,58072965
20230208,27.85,27.67,4150922,114930669
20230209,27.71,27.31,2265184,61855511
20230210,27.35,26.35,2561022,69417913
20230213,27.68,27.08,2292867,62416136
20230214,28.66,28.02,3069891,86771755
20230215,28.64,28.38,3117317,89019046
20230216,28.28,28.08,3194157,90158366
20230217,28.60,28.44,2611624,74401067
20230220,27.31,27.04,4040318,110225531
20230221,27.57,27.24,2416182,66219223
20230222,28.05,27.76,5056730,141358665
20230223,27.71,27.21,3741409,103387985
20230224,27.76,27.31,3508975,97371042
20230227,27.29,26.78,5666045,154458368
20230228,26.86,26.83,5036239,135148951
20230301,26.31,25.89,5255341,138038200
20230302,26.58,26.06,5063146,132706770
20230303,26.76,25.91,1567195,40921164
20230306,25.66,25.42,1479136,37882159
20230307,25.85,25.24,5348368,137608311
20230308,25.34,25.28,5271064,133439582
20230309,24.55,24.43,3875584,95135692
20230310,24.80,24.59,3998989,98506211
20230313,24.30,24.19,5425944,131652311
20230314,23.83,23.43,2598438,61433579
20230315,23.76,23.44,3443355,81714187
20230316,24.64,23.64,1678119,39859182
20230317,23.54,23.40,1207912,28292417
20230320,23.27,22.73,2573869,59314320
20230321,23.36,23.17,2768528,64615622
20230322,22.94,22.82,4962487,113276338
20230323,22.97,22.79,4559634,104191350
20230324,23.12,22.99,4453393,102764561
20230327,23.05,22.74,4689256,106903961
20230328,22.61,22.51,4956298,112028514
20230329,22.77,22.05,4247802,95586179
20230330,22.82,22.40,1924796,43715251
20230331,22.31,22.19,5762733,128117261
20230403,22.09,21.75,5488255,120737936
20230404,22.20,21.48,3755870,81960318
20230405,22.38,21.85,4556717,100423695
20230406,22.23,21.87,5201873,115369540
20230407,22.43,21.92,1021756,22622443
20230410,22.75,22.57,5069409,115144349
20230411,22.23,22.04,2659550,58849104
20230412,22.13,21.58,4938341,107820147
20230413,22.24,22.02,1790474,39523134
20230414,22.30,21.65,4524419,99397213
