trade_date,high,low,volume,amount
20230102,60.11,59.75,2400182,144010920
20230103,59.45,58.74,5607068,330573034
20230104,59.41,57.90,5756722,336552736
20230105,57.91,57.00,5697309,326256303
20230106,58.21,57.43,4457769,256843530
20230109,56.88,56.66,3400356,192703804
20230110,57.05,56.61,3601025,204746822
20230111,57.44,55.88,5222358,298333390
20230112,57.63,57.28,4248767,244410990
20230113,57.99,56.69,3199082,183250186
20230116,57.67,56.38,4121232,235058185
20230117,56.73,56.44,2832881,160270423
20230118,56.06,55.57,3049697,169710333
20230119,54.94,53.61,1675619,91770151
20230120,56.10,55.11,5487457,306581375
20230123,55.37,55.21,1714974,94715051
20230124,55.85,55.33,3285326,183348489
20230125,56.49,55.58,4942380,277366467
20230126,55.47,54.59,4370452,241346826
20230127,55.28,54.76,5067492,279674569
20230130,55.26,54.78,5723504,315946477
20230131,55.20,54.53,5254712,287614676
20230201,54.41,54.17,4703127,255128777
20230202,54.84,54.50,4053308,222057075
20230203,56.22,55.82,4279939,238981852
20230206,56.26,54.49,3169520,175422965
20230207,55.91,55.66,1965258,109521392
20230208,56.33,54.84,5187728,286291344
20230209,55.79,54.82,2653858,147285137
20230210,55.14,53.96,3882108,211077704
20230213,55.60,54.85,2392490,131886002
20230214,56.85,55.59,1534320,87170872
20230215,57.14,56.86,4915126,280501530
20230216,56.48,54.80,5075434,286253967
20230217,55.96,54.73,3846999,213187440
20230220,56.51,55.73,3129046,175574827
20230221,57.60,56.67,1429199,81623760
20230222,58.28,57.98,3419291,199123421
20230223,59.64,58.24,2135122,124482040
20230224,57.04,56.72,2734911,155864960
20230227,58.94,57.86,1044720,61045765
20230228,60.06,59.24,5789006,343369641
20230301,60.10,59.67,4382312,262476043
20230302,58.03,57.13,4252820,245974558
20230303,56.91,56.23,1090523,62026316
20230306,57.72,55.81,2362418,132445190
20230307,57.28,56.09,3762358,211984025
20230308,55.48,54.35,5954563,326797481
20230309,55.00,54.48,3926483,214798368
20230310,54.90,54.24,4360200,237820304
20230313,54.09,53.71,3756351,202134109
20230314,53.76,53.11,5123601,274565253
20230315,53.15,52.53,4478794,236043208
20230316,52.61,52.08,1822501,95768198
20230317,52.18,50.69,4880770,252184948
20230320,52.48,51.41,1146630,59570797
20230321,52.80,51.61,3132435,164104691
20230322,52.63,52.35,2622923,137939061
20230323,52.81,52.00,1941919,102036864
20230324,51.89,50.82,1811754,93147300
