trade_date,high,low,volume,amount
20230102,12.02,11.86,1686853,20242236
20230103,12.16,12.13,5062233,61517675
20230104,12.46,12.35,1987392,24560655
20230105,12.74,12.44,1299940,16253742
20230106,12.80,12.74,3278223,41851208
20230109,12.68,12.43,2770082,34967599
20230110,12.72,12.50,4593575,57466471
20230111,12.45,12.28,1479774,18252336
20230112,12.24,12.14,3112779,37905252
20230113,12.52,12.24,3684503,45677612
20230116,12.51,12.43,3755704,46804530
20230117,12.35,12.19,5451339,67055006
20230118,12.28,11.94,3133076,38072337
20230119,12.41,12.35,4134655,51151247
20230120,12.26,12.11,1141759,13892002
20230123,12.08,11.89,4556987,55034949
20230124,12.21,12.05,4187899,50972275
20230125,12.49,12.30,1724541,21394268
20230126,12.70,12.64,5321473,67337567
20230127,12.58,12.54,5557291,69808505
20230130,12.41,12.20,3419807,42150180
20230131,12.16,12.06,1084204,13146460
20230201,12.23,12.18,1861886,22725927
20230202,12.52,12.24,4038837,49471277
20230203,12.58,12.38,2681801,33455453
20230206,12.80,12.34,5350397,67618670
20230207,12.94,12.82,1231987,15832143
20230208,12.67,12.64,3203538,40551686
20230209,12.49,12.41,2798575,34858521
20230210,12.52,12.20,1542476,19221385
20230213,12.67,12.22,2373135,29776260
20230214,12.57,12.31,4747900,58911871
20230215,12.83,12.44,3326997,42112813
20230216,12.44,12.26,4163978,51413672
20230217,12.41,12.20,1252208,15442005
20230220,12.31,12.10,4480140,54506530
20230221,12.26,12.13,5821097,71291793
20230222,12.41,12.04,4286423,52910173
20230223,12.42,12.21,1009153,12398412
20230224,12.42,12.20,4918072,60761218
20230227,12.69,12.46,1475919,18591625
20230228,12.48,12.30,2892187,36048115
20230301,12.37,12.30,4106469,50597308
20230302,12.23,12.10,3639722,44182463
20230303,12.28,11.99,4196217,50659205
20230306,12.05,11.79,4391571,52218423
20230307,11.70,11.56,4169551,48233691
20230308,11.79,11.64,4199881,49071896
20230309,11.57,11.42,3230811,37040189
20230310,11.18,10.99,4260730,47114635
20230313,11.14,11.12,3751981,41783300
