trade_date,high,low,volume,amount
20230102,42.20,41.48,3228165,135582930
20230103,42.10,41.56,3789378,159290540
20230104,42.55,42.41,1773345,75235683
20230105,42.27,41.90,4270957,179961762
20230106,42.95,42.19,1077041,45631498
20230109,42.69,41.76,2095763,88264547
20230110,42.51,41.74,2249726,95170239
20230111,42.04,41.47,5939936,246552205
20230112,41.89,41.22,3532277,146175978
20230113,41.33,39.92,2836861,115564033
20230116,41.74,41.36,3302310,137558918
20230117,43.62,43.21,3149642,136488385
20230118,43.94,43.53,2642153,115460588
20230119,44.36,42.81,5196284,225274849
20230120,43.73,43.06,4157645,180949447
20230123,43.47,42.74,1806779,77725113
20230124,44.02,43.36,1765810,76769153
20230125,45.26,44.08,3644771,162206194
20230126,44.97,44.40,4257159,189710388
20230127,44.81,43.77,2415253,106278980
20230130,43.54,43.00,4862459,210723129
20230131,42.90,42.24,5972505,253377499
20230201,41.46,41.33,3139646,129957020
20230202,40.84,40.61,2885502,117220245
20230203,40.87,40.63,4614409,187880479
20230206,42.38,41.78,1134494,47553240
20230207,41.63,41.37,1272682,52757346
20230208,42.23,41.27,2734550,113778841
20230209,42.10,41.72,4528581,189701959
20230210,42.74,42.42,2930537,124910020
20230213,42.15,42.12,3812496,160613941
20230214,43.10,41.95,3062822,130386952
20230215,43.32,42.58,4993259,212928062
20230216,42.34,42.15,3016106,127670146
20230217,42.98,42.60,5628966,241519685
20230220,43.48,42.73,5357636,229743345
20230221,44.07,42.54,1484442,64491843
20230222,42.33,41.74,2718534,114437400
20230223,42.38,41.50,2589027,107768705
20230224,41.40,41.17,2225935,91700723
20230227,39.82,39.74,4828108,192233304
20230228,40.39,40.14,2933783,118280943
20230301,41.07,40.09,3027980,122180119
20230302,41.67,40.63,4659795,191027989
20230303,40.98,40.30,3584876,145164726
20230306,40.54,40.26,4051911,163236627
20230307,41.37,40.04,4543677,184980260
20230308,42.11,41.53,5924890,248242815
20230309,40.92,39.97,4337856,174424868
20230310,39.95,39.36,3533619,139964224
20230313,39.00,38.75,1519806,59004214
20230314,39.15,38.50,2984885,115718988
20230315,37.86,37.58,1327226,50185575
20230316,36.89,36.15,5950353,219227792
20230317,37.23,37.15,2357289,87691438
20230320,36.88,35.93,2809001,102287222
20230321,35.75,34.87,3156818,112007521
20230322,35.88,35.67,5968235,213906661
20230323,36.00,35.49,1578711,56185344
20230324,35.92,34.84,4628858,162332459
20230327,35.36,34.52,3066268,107523217
20230328,35.68,35.40,1793549,63501244
20230329,36.25,35.47,4427917,158120928
20230330,36.56,35.91,5367646,194514566
20230331,36.30,35.71,2440925,88299456
20230403,37.08,36.51,1589357,58217341
20230404,37.32,36.43,2731903,101173520
20230405,36.39,35.67,2107194,76549121
20230406,35.74,35.57,2014924,71786106
20230407,35.37,34.55,2485344,87586551
20230410,36.23,35.02,2663990,95584379
20230411,36.14,35.73,2706598,96878443
20230412,37.76,36.62,1822355,68028910
20230413,36.50,35.95,5536646,201441306
20230414,36.92,36.36,3969442,145684040
20230417,37.53,36.88,3924314,146934145
20230418,37.08,36.45,1519214,56176828
20230419,36.31,35.81,1031743,37301926
20230420,36.78,36.34,3623791,131749365
20230421,36.03,35.50,4217025,150133617
20230424,35.79,35.04,4672368,164864740
20230425,36.22,35.62,4253379,152233390
20230426,35.72,35.45,5334150,190367412
20230427,35.53,35.33,3916185,138999694
20230428,36.12,35.82,3740725,134243604
20230501,35.08,34.51,2052779,71668659
20230502,36.07,34.66,1910895,67124805
20230503,34.94,34.38,1891261,65887117
20230504,35.44,35.18,4858882,172020565
20230505,36.32,35.45,5077598,181826599
20230508,35.87,35.59,3290464,117854451
20230509,36.74,35.70,1409786,50704930
20230510,36.16,35.82,5809850,209682138
20230511,36.18,35.31,4069264,146852925
20230512,36.03,35.42,5369156,192683890
20230515,35.48,35.29,5505025,194917358
20230516,36.87,35.96,4732780,170606159
