trade_date,high,low,volume,amount
20230102,66.79,65.61,2562518,169126188
20230103,64.99,63.87,4140195,267201965
20230104,64.04,62.74,2082129,132605961
20230105,64.41,63.29,3875863,245868706
20230106,65.45,65.05,1226921,80256469
20230109,67.47,66.85,1110381,74728642
20230110,66.77,65.33,1763971,115887849
20230111,66.16,65.08,4497556,292868700
20230112,64.88,64.15,4106434,264852922
20230113,64.95,63.47,3086883,199774218
20230116,64.75,63.70,2549867,163978678
20230117,64.03,63.21,5792953,369759778
20230118,64.05,63.09,2817438,179450462
20230119,64.55,63.85,1513616,96872069
20230120,63.69,61.96,2229226,140025247
20230123,63.42,61.37,5101976,321087987
20230124,63.34,62.21,5093378,318070392
20230125,63.56,61.81,4290126,267093241
20230126,60.73,59.57,5189405,314622252
20230127,61.81,60.59,3183749,193984345
20230130,62.92,60.80,1468550,89974181
20230131,62.70,61.48,4035370,249860544
20230201,62.36,61.11,5210040,324445392
20230202,62.37,60.98,2231119,138863129
20230203,61.97,61.21,1111061,68717328
20230206,63.45,62.51,5853880,367372945
20230207,62.80,62.34,2783804,173653864
20230208,63.28,61.62,3002781,187473559
20230209,63.59,62.30,2648556,166943565
20230210,64.05,63.16,5174383,330844098
20230213,65.09,64.20,1857157,119964615
20230214,66.82,65.25,3812225,251177737
20230215,66.53,65.82,5030886,333816123
20230216,67.32,65.57,1243148,82188327
20230217,67.25,65.85,2400516,159939651
20230220,65.90,64.80,4227760,275929006
20230221,65.94,64.31,3961648,259246516
20230222,66.54,64.20,5262991,345879952
20230223,65.94,65.12,1295623,84689285
20230224,65.28,64.74,3737667,242332263
20230227,65.03,63.83,5914489,383514759
20230228,65.38,65.01,4472923,292309407
20230301,65.23,65.03,5512189,358678331
20230302,64.15,63.36,3973955,253487260
20230303,64.42,63.44,1361800,87512905
20230306,64.67,64.18,1959273,125893577
20230307,63.72,62.16,1605471,101776415
20230308,64.20,63.89,3528854,226283092
20230309,63.60,63.20,1914853,121728715
20230310,65.45,62.80,1099849,70737629
20230313,63.98,63.09,1766145,112840042
20230314,63.39,62.95,1588062,100137670
20230315,64.67,64.18,4775064,306533825
20230316,64.18,62.51,5509536,348612119
20230317,64.03,62.72,5416411,342159751
20230320,62.60,61.96,4595680,287084172
20230321,61.42,59.91,2054380,125511269
20230322,61.99,61.51,2043773,125988001
20230323,62.09,61.39,5120143,315865852
20230324,61.61,60.48,3579562,220090282
20230327,64.52,63.25,5636506,358201927
20230328,63.87,62.63,3095449,195571016
20230329,64.14,63.04,1621473,102309633
20230330,62.88,62.07,3716726,233115151
20230331,62.73,61.47,4955711,308991090
20230403,63.46,61.73,1753919,110680504
20230404,65.97,64.96,3230601,210636104
20230405,65.69,63.70,5448240,353164555
20230406,65.30,64.81,4353854,284307892
20230407,66.47,65.77,3195746,210999440
20230410,68.61,66.40,5253970,351954899
20230411,66.50,66.11,5290131,349752715
20230412,67.29,65.30,1859378,122257669
20230413,66.26,65.53,2153666,141518103
20230414,66.72,66.31,2181953,145532988
20230417,68.31,67.18,3336185,224398721
20230418,67.97,66.12,3112530,207316335
20230419,67.13,66.21,1804096,120336995
20230420,68.58,66.41,5119422,345042686
20230421,68.83,67.66,1277096,87337798
20230424,69.02,67.78,2264441,155210786
20230425,67.77,67.06,2801062,188240184
20230426,67.14,64.82,2487884,165332356
20230427,67.66,66.00,5098710,340901781
20230428,68.70,67.79,5035741,341926677
20230501,69.00,68.60,1945515,134118580
20230502,68.76,68.14,1109921,75925943
20230503,70.50,67.32,4807556,329566511
20230504,70.08,68.33,3027498,209109361
20230505,70.77,69.54,1621818,113153932
20230508,69.11,67.65,4856320,332277164
20230509,70.47,69.21,2813842,195730181
20230510,70.93,70.38,4681573,330534433
20230511,72.38,70.27,3584535,256272123
20230512,72.54,71.57,5568861,402430398
20230515,71.55,70.85,2723758,193950718
20230516,70.96,70.33,1863502,131871521
20230517,71.36,69.57,2672539,188150442
20230518,71.00,69.54,5524341,388174502
20230519,71.09,70.85,2866300,203151011
20230522,71.57,71.28,3983905,284580933
20230523,71.56,70.63,3355089,238661509
20230524,70.67,69.67,5179278,363020932
20230525,70.24,68.89,2105285,146505952
20230526,69.34,67.47,4581235,312626867
20230529,68.61,67.28,2059528,139630521
20230530,65.87,64.54,1722085,113069792
20230531,64.94,64.65,1829969,118577216
