trade_date,high,low,volume,amount
20230102,58.07,56.62,5200855,301649590
20230103,59.11,58.02,4622765,270510009
20230104,59.08,57.99,3763220,218901246
20230105,59.14,58.17,2397221,140116137
20230106,58.71,57.44,2039196,117812195
20230109,58.63,57.48,1889765,109089202
20230110,57.07,56.80,2502475,142493427
20230111,56.16,55.69,5431125,304344833
20230112,55.62,54.81,4147092,229449528
20230113,57.52,56.52,5693944,322547842
20230116,57.44,56.56,2243011,127179270
20230117,57.73,57.00,2037795,116734884
20230118,59.55,58.04,4199789,244189900
20230119,58.75,57.84,1671766,98198657
20230120,57.84,57.07,4454051,256774749
20230123,58.35,57.01,4498114,259421809
20230124,57.42,56.06,1273073,72526340
20230125,56.97,56.22,2315247,130668248
20230126,56.51,56.24,3988151,225288962
20230127,56.28,55.05,3181118,178256028
20230130,56.90,55.28,5799452,325237825
20230131,56.73,56.15,4842756,274598044
20230201,56.69,55.80,4983962,281142336
20230202,56.18,55.06,1033028,57440292
20230203,55.64,54.87,1841631,101257956
20230206,53.78,53.30,3100265,165640508
20230207,55.39,53.34,3930925,212947584
20230208,53.74,53.22,1938899,103344087
20230209,52.30,52.07,3336909,174394033
20230210,52.77,52.32,3915279,205475594
20230213,53.19,52.87,4882688,258373000
20230214,54.84,53.94,3761665,204025160
20230215,54.92,54.56,3118351,170715848
20230216,54.76,54.09,2393347,130369102
20230217,54.57,53.35,3786395,205581368
20230220,53.69,53.16,4511944,240693523
20230221,54.23,53.05,5742081,307629149
20230222,52.92,52.24,2001314,105016769
20230223,53.01,52.51,4942365,260034061
20230224,53.78,53.34,3149035,168089715
20230227,53.58,52.98,1878177,100019837
20230228,52.51,51.75,5160713,270522481
20230301,51.48,50.61,2486771,127799244
20230302,51.98,50.90,3395831,175958081
20230303,51.49,50.78,1719131,87886917
20230306,50.49,49.52,5136991,256490987
20230307,50.91,48.55,1865643,92600441
20230308,49.20,48.31,2327623,113908280
20230309,48.30,46.92,1899961,91034292
20230310,47.93,47.23,3669294,174100914
20230313,47.66,47.14,5183568,244915353
20230314,46.75,46.37,4129104,192368679
20230315,46.20,45.49,3536848,163029014
20230316,46.11,45.81,4449828,203996016
20230317,45.79,44.45,3472688,156771378
20230320,44.24,44.11,3839088,169503878
20230321,44.11,42.98,2785518,121680423
20230322,43.52,42.71,2831124,123153471
20230323,45.09,43.41,2595936,114502707
20230324,44.73,44.63,2485838,111075361
20230327,45.39,45.00,1367100,61672058
20230328,45.85,45.45,3976129,180889976
20230329,46.49,45.93,1097815,50909810
20230330,47.17,46.61,2719584,126904858
20230331,47.98,47.24,5026968,237569259
20230403,46.03,45.04,3477915,159316038
20230404,46.96,45.76,4989979,232480107
20230405,47.35,45.84,2555619,118550898
20230406,47.80,46.38,4151207,195953720
20230407,46.83,45.69,1661504,76973068
20230410,46.55,45.59,2744832,125582636
20230411,46.84,46.00,1975047,92038363
20230412,46.43,46.16,2763556,127788724
20230413,47.05,46.12,3041865,142241377
20230414,47.21,46.82,2173011,101803774
20230417,47.66,46.97,4379880,207534443
20230418,48.50,48.34,4833405,234113983
20230419,49.49,49.09,1049390,51668718
20230420,49.92,48.47,5090005,249587554
20230421,48.57,47.70,5167090,250724127
20230424,48.45,47.59,2421623,116940256
20230425,48.48,47.36,2179919,104838777
20230426,48.04,46.18,5584894,265828934
20230427,47.63,46.94,1777524,84029125
20230428,46.82,46.54,2043389,95549784
20230501,46.03,45.25,3502245,159503314
20230502,45.39,43.99,1186087,52964791
20230503,45.75,45.51,2537999,115977733
20230504,45.56,44.81,4800495,217413910
20230505,45.51,45.31,1832969,83403254
20230508,46.88,46.36,5665506,262800160
20230509,46.10,45.46,4937243,225054301
20230510,46.57,44.91,5360039,245663280
20230511,46.81,46.08,1413154,65660351
20230512,45.00,44.32,4974070,221604517
20230515,45.19,44.10,4216401,188098233
20230516,45.55,45.35,1057336,48045835
20230517,46.30,45.70,2383781,110188353
20230518,46.30,46.09,1180514,54446907
20230519,45.84,45.67,2376214,108664649
20230522,46.00,45.83,2213310,101471343
20230523,46.78,46.53,5306401,247795030
20230524,47.22,46.68,5752622,271136225
20230525,47.32,46.98,2058724,97419671
20230526,48.66,47.32,4911396,238316209
20230529,49.03,48.24,3862375,188270453
20230530,48.07,47.55,1503402,72122416
20230531,49.29,48.72,2094385,102234572
20230601,50.41,50.08,3670986,183993775
20230602,49.23,48.55,5584019,274838559
20230605,50.50,48.77,1303877,64284597
20230606,49.62,48.65,5131979,250751338
20230607,49.78,49.02,1696108,83944972
20230608,48.69,48.08,3253477,156937478
20230609,48.42,47.92,1794302,86263041
20230612,47.65,47.28,4774525,225861345
20230613,48.28,47.54,1427089,68214630
20230614,48.08,47.74,2626156,125852561
20230615,48.00,47.51,3592656,171875151
20230616,49.25,48.32,4550200,223237935
20230619,51.18,50.62,1044176,52896508
20230620,51.84,50.44,2400053,121067754
20230621,50.97,50.38,2073892,105553668
20230622,53.01,51.90,1821509,95594961
20230623,52.36,51.34,5955618,307096976
20230626,53.53,52.95,1137917,60426495
20230627,54.28,52.92,5047973,270742405
20230628,53.28,52.99,4687802,249050819
20230629,53.85,52.63,3298722,175861545
20230630,53.46,51.97,1726683,90080893
20230703,51.99,51.19,1680264,86566106
20230704,50.90,50.61,4620145,234199576
20230705,51.08,50.37,4149511,209835546
20230706,51.62,50.76,1908831,98109578
20230707,52.10,51.64,3414446,176366609
20230710,52.38,52.03,2044228,106761218
20230711,53.14,52.42,1714982,90222933
20230712,55.06,54.28,2440064,133625936
20230713,54.33,53.87,5841600,315552410
20230714,55.45,53.91,5961698,326977140
20230717,54.97,53.54,4327904,237120822
20230718,53.16,51.93,4810002,255651243
20230719,53.49,53.41,1062009,56739564
20230720,54.13,52.73,2018067,106896223
20230721,53.46,53.12,5802594,309155776
20230724,52.63,51.75,4535065,237646410
20230725,52.73,52.27,2084065,109318152
20230726,53.38,53.22,4457160,237288932
20230727,53.15,52.64,5221089,276581013
20230728,53.67,52.99,3138097,168306810
20230731,54.20,53.73,2642991,142524341
20230801,54.60,53.84,4726200,254963010
20230802,52.99,51.88,1605176,84378072
20230803,52.26,50.91,3865487,201063668
20230804,52.18,51.38,3147499,163690690
20230807,52.06,51.28,2163800,111963771
20230808,52.11,51.29,5022439,258555813
20230809,52.29,51.54,2722452,140871090
20230810,53.33,51.66,2811712,145754270
20230811,51.70,50.97,1002712,51464894
20230814,53.35,51.72,1442051,75947178
20230815,52.87,51.97,3993345,211076680
20230816,52.86,52.32,4558420,239544381
20230817,53.23,53.12,5860290,311892935
20230818,52.63,52.00,3104640,162775274
20230821,52.24,50.37,4435666,228134959
20230822,52.61,51.53,4559045,237062907
20230823,52.41,51.43,4580645,238783519
20230824,53.21,52.25,2942893,154870512
20230825,51.82,51.44,5588683,289525615
20230828,50.77,50.01,2464480,123467586
20230829,50.95,50.16,4065779,204368700
20230830,52.43,50.44,4446703,227817133
20230831,51.68,50.82,2334974,119215740
20230901,52.59,50.98,5598963,286078047
20230904,53.05,52.93,3845098,203693287
20230905,52.52,52.35,2051904,107687881
20230906,53.11,52.16,2586918,136163960
20230907,52.33,52.15,2955301,154323874
20230908,52.49,51.65,3351848,175067729
20230911,51.87,51.40,1638583,84702356
20230912,51.95,51.25,2156475,111729895
20230913,53.79,52.81,4985689,264682594
20230914,53.40,52.97,4379322,233409136
20230915,54.25,53.29,1953258,105155403
20230918,53.75,52.21,5600052,296950468
20230919,55.89,54.61,2982352,163348536
20230920,54.30,52.87,2015782,108543153
20230921,53.96,53.43,4319803,232225936
20230922,54.98,53.71,4533156,245545771
20230925,53.79,51.79,4955892,262564227
20230926,52.49,51.31,2368149,123214920
20230927,52.02,51.16,4859242,250256540
20230928,50.38,50.16,3864548,194511964
20230929,50.45,49.93,1799070,90622547
20231002,50.12,49.87,4171642,208157761
20231003,50.62,49.81,4463881,225843507
20231004,51.65,51.20,1105490,56944390
20231005,52.38,51.10,5925958,305426833
20231006,51.83,51.33,4822155,248524605
20231009,52.35,51.42,4194010,216035660
20231010,53.30,52.85,3120778,165758382
20231011,53.77,53.47,4135687,222293283
20231012,53.79,52.94,3762335,201125655
20231013,54.44,53.12,4830090,257475691
20231016,54.06,53.36,1548902,82714357
20231017,53.28,52.47,4195981,222220130
