trade_date,high,low,volume,amount
20230102,10.10,9.93,1978576,19785760
20230103,9.95,9.85,1244085,12337379
20230104,9.89,9.75,1840371,18168175
20230105,10.27,10.10,3541601,36135515
20230106,10.17,10.04,4397786,44553809
20230109,9.93,9.77,4005507,39712557
20230110,10.13,9.88,2334194,23254315
20230111,10.02,9.96,1793793,17917909
20230112,10.11,10.01,3430239,34629269
20230113,10.14,10.02,5003722,50250311
20230116,10.34,10.26,2090876,21473666
20230117,10.37,10.29,1412759,14649341
20230118,11.04,10.70,4660495,50216891
20230119,10.92,10.70,3756939,40852932
20230120,11.01,10.83,4805321,52488474
20230123,11.28,11.09,2956739,33010433
20230124,11.68,11.28,3901681,44166666
20230125,11.42,10.99,1365937,15291789
20230126,11.34,11.32,1122376,12727232
20230127,11.37,11.16,5664049,63616083
20230130,11.80,11.35,3992031,45700941
20230131,11.46,11.31,4027810,45735273
20230201,11.54,11.24,1497213,17104723
20230202,11.49,11.29,4975741,56204268
20230203,11.41,11.31,1045271,11874670
20230206,11.68,11.54,1528987,17747357
20230207,11.82,11.81,3297743,38974915
20230208,11.77,11.58,2615887,30634199
20230209,11.68,11.23,1509885,17332328
20230210,11.66,11.32,3202547,37182353
20230213,11.88,11.43,3767431,43311327
20230214,11.49,11.33,3383527,38465412
20230215,11.61,11.49,3534583,40629509
20230216,11.54,11.21,1610466,18176784
20230217,11.46,11.38,2110040,24122239
20230220,11.65,11.59,4704621,54700320
20230221,11.72,11.57,4720096,54934360
20230222,11.70,11.36,2119750,24345406
20230223,11.48,11.31,4036688,46235407
20230224,11.73,11.54,5698093,66798810
20230227,11.90,11.75,4459808,52465800
20230228,12.12,11.66,4796939,57538168
20230301,12.01,11.92,4068246,48868266
20230302,12.15,12.02,3729910,44919304
20230303,12.14,12.05,1040177,12571551
20230306,12.35,11.99,4376329,53031236
20230307,12.41,11.97,5258211,64056483
20230308,12.43,12.32,2238097,27636005
20230309,12.58,12.57,3610845,45425173
20230310,12.75,12.54,2085130,26188405
20230313,12.46,12.25,1647700,20408708
20230314,12.36,12.18,5206326,63873674
20230315,12.34,12.02,4379167,52993546
20230316,11.92,11.54,2356328,27649414
20230317,11.82,11.58,3699711,43438784
20230320,11.87,11.54,3421921,39731942
20230321,12.15,11.92,1982743,23674999
20230322,11.87,11.78,2454919,29080530
20230323,11.81,11.51,2322772,26939793
20230324,11.82,11.56,3290371,38413289
20230327,11.85,11.54,3082689,36007963
20230328,12.10,11.69,3512962,41601741
20230329,11.89,11.76,2370537,28158612
20230330,12.27,12.16,2499206,30553632
20230331,12.16,11.84,5089919,61611364
20230403,12.37,12.12,5846245,71069710
20230404,12.18,11.98,4170239,50385764
20230405,12.06,11.99,3337166,40045833
20230406,11.78,11.66,2887549,33798293
20230407,11.99,11.80,2460924,29091998
20230410,11.59,11.44,4561631,52606127
20230411,11.63,11.59,3289996,38179803
20230412,11.87,11.65,1816513,21239819
20230413,11.98,11.77,3530994,41566918
20230414,11.69,11.47,2769432,31839392
20230417,11.70,11.56,3849333,44831303
20230418,11.79,11.43,5805241,66941166
20230419,11.69,11.56,2865973,33266745
20230420,11.56,11.44,1078470,12456282
20230421,11.97,11.87,5003486,59543415
20230424,11.98,11.75,3598838,42485175
20230425,11.83,11.73,3172637,37355150
20230426,11.91,11.80,1224469,14490373
20230427,11.76,11.35,1440574,16679974
20230428,11.64,11.45,5679304,65325894
20230501,11.56,11.33,1938304,22234063
20230502,11.62,11.49,2920424,33649557
20230503,11.59,11.33,5087519,58342832
20230504,11.80,11.78,1132268,13346031
20230505,12.21,12.00,1753952,21294606
20230508,12.54,12.23,2841106,35160468
20230509,12.49,12.26,4641302,57456186
20230510,12.55,12.49,5051594,63188497
20230511,13.07,12.84,2797416,36128105
20230512,13.44,13.26,1945201,25817050
20230515,13.56,13.23,2120984,28459482
20230516,13.35,13.22,3307973,44059860
20230517,13.61,13.32,5493738,74512468
20230518,13.84,13.58,4201481,57705840
20230519,13.77,13.73,2646155,36419636
20230522,13.93,13.65,4765174,65504171
20230523,13.50,13.46,3071919,41403438
20230524,13.26,12.98,3676598,48481078
20230525,13.06,12.88,3763727,48710690
20230526,13.10,12.92,4928668,64124450
20230529,13.17,12.94,5931762,77484148
20230530,13.10,12.75,5046945,65257923
20230531,12.91,12.69,1895979,24444051
20230601,13.29,13.15,3419058,45055115
20230602,13.10,12.88,2784859,36063855
20230605,13.05,12.83,2573806,33140814
20230606,12.74,12.64,2902077,36712633
20230607,13.09,12.95,1186336,15468892
20230608,13.10,12.94,4956935,64306983
20230609,13.48,13.18,3016735,40007797
20230612,13.50,13.36,5472222,73461089
20230613,13.41,13.19,3523582,46872914
20230614,13.51,13.41,4320372,58062787
20230615,13.59,13.20,5609604,75678935
20230616,13.70,13.51,1345871,18303572
20230619,13.69,13.61,1384161,18894643
20230620,13.86,13.39,5604912,77297541
20230621,13.94,13.90,4361476,60734594
20230622,14.18,13.64,5185194,71419594
20230623,14.15,13.66,1098276,15312146
20230626,13.87,13.72,4502969,62079489
20230627,13.63,13.50,1572994,21271436
20230628,13.59,13.45,3164322,42568898
20230629,13.34,13.27,4859296,64528784
20230630,13.22,13.08,2595656,34139189
20230703,12.96,12.91,2492415,32260730
20230704,13.27,12.91,3389255,44457479
20230705,13.35,13.28,3511842,46702833
20230706,13.48,13.15,2664922,35118289
20230707,13.59,13.32,4182836,56266336
20230710,13.59,13.39,3035958,40807682
20230711,13.37,13.10,4099041,54503046
20230712,13.27,12.95,2279683,29861134
20230713,13.25,13.04,3464511,45691861
20230714,13.22,13.17,3000563,39535363
20230717,13.35,13.16,1142188,15116082
20230718,13.96,13.51,1834523,25375079
20230719,14.18,13.81,4802659,67410485
20230720,14.13,13.85,3603314,50540013
20230721,14.03,13.59,1429976,19740121
20230724,13.76,13.68,1762666,24195575
20230725,13.66,13.57,3136446,42623223
20230726,13.56,13.37,1475247,19872256
20230727,13.01,12.91,1260873,16383560
20230728,13.19,13.02,4611469,60084737
20230731,12.84,12.79,2018749,25874300
20230801,13.40,13.21,5506647,72979013
20230802,13.52,13.07,2730407,36070208
20230803,13.45,13.35,1681930,22546539
20230804,13.53,13.48,3018841,40703983
20230807,13.45,13.16,4483553,59778076
20230808,13.52,13.20,5614387,75144249
20230809,13.36,13.09,2276332,30286868
20230810,13.29,13.17,2210552,29256447
20230811,13.29,13.14,1264489,16731520
20230814,12.88,12.69,1219377,15661605
20230815,13.20,13.00,5946163,78023472
20230816,13.36,13.16,1322520,17509620
20230817,13.39,13.08,4721118,62390392
20230818,13.61,13.33,2921798,39445451
20230821,13.34,13.28,1726762,22972814
20230822,12.80,12.71,1600186,20478766
20230823,13.03,12.71,1141089,14667029
20230824,12.71,12.51,2032469,25791838
20230825,12.83,12.57,3286288,41671088
20230828,12.65,12.57,3416171,42967772
20230829,12.61,12.38,1583303,19850059
20230830,12.46,12.18,3186546,39355625
20230831,12.42,12.16,1717944,21201560
20230901,12.51,12.42,1867670,23310348
20230904,12.86,12.51,1271660,15964342
20230905,13.05,12.76,3081165,39705025
20230906,13.14,12.88,3054938,39732349
20230907,13.19,13.05,5877497,76938753
20230908,13.14,12.90,2987163,39236916
20230911,13.27,13.13,1494842,19802435
20230912,13.23,13.00,4476470,59170034
20230913,12.99,12.82,1448537,18773415
20230914,12.80,12.70,3040663,38772116
20230915,12.42,12.40,3501578,43425933
20230918,12.37,12.35,4516257,55805320
20230919,12.39,12.24,5813006,71944912
20230920,12.61,12.40,4268705,53203401
20230921,12.87,12.45,5326476,67521234
20230922,12.86,12.42,1480267,18633950
20230925,12.24,12.07,5087526,61961805
20230926,12.05,11.84,4468384,53853475
20230927,12.13,12.01,4484434,54022247
20230928,11.73,11.53,2334139,27303852
20230929,11.55,11.28,1954164,22425372
20231002,11.37,11.10,2452357,27664641
20231003,11.71,11.51,1605924,18666578
20231004,12.16,11.75,5296257,62576503
20231005,11.85,11.48,5285962,61775382
20231006,11.69,11.59,5005452,58057000
20231009,11.62,11.40,4018193,46663711
20231010,11.70,11.65,1514599,17653102
20231011,11.71,11.62,4096608,47893978
20231012,11.52,11.42,3880721,44561424
20231013,11.44,11.30,1762806,19939095
20231016,11.82,11.50,2419511,27932413
20231017,11.60,11.34,4186068,48300219
20231018,11.83,11.62,3468193,40638288
20231019,11.74,11.63,4029364,47199840
20231020,11.82,11.66,4035156,47447493
20231023,11.83,11.76,4861893,57409963
20231024,11.92,11.73,2134005,25095580
20231025,12.04,11.96,2613485,31294242
20231026,12.27,12.08,1565291,18983890
20231027,12.20,12.11,3540113,42900643
20231030,12.32,12.10,5195503,63120900
20231031,12.59,12.35,2699045,33585904
20231101,12.33,12.11,2404881,29495865
20231102,12.50,12.39,4429800,55019912
20231103,12.73,12.47,2305578,29133356
20231106,13.06,12.90,3450346,44654976
20231107,13.23,13.09,4639532,61384713
20231108,13.13,13.06,1616251,21129607
20231109,13.26,13.12,5344365,70755523
20231110,13.25,13.15,3292742,43375451
20231113,13.35,13.29,3260485,43501532
20231114,13.48,13.37,4570609,61157382
20231115,13.65,13.48,1017891,13808273
20231116,13.50,13.25,1360319,18272421
20231117,13.62,13.44,2263831,30498024
20231120,13.71,13.49,4054908,55090099
20231121,13.77,13.52,5893217,80752074
20231122,13.92,13.87,3908450,54313184
20231123,14.61,14.26,2142951,30615992
20231124,14.19,14.02,5486558,77311319
20231127,14.22,14.10,1106507,15615636
20231128,14.14,13.67,3805264,52366467
20231129,14.00,13.88,4581890,63668381
20231130,14.36,14.13,5345680,76103966
20231201,14.37,14.19,4822096,68874949
20231204,14.79,14.42,5474859,79635552
20231205,15.00,14.88,3525364,52882534
20231206,15.41,15.09,4335630,65486695
20231207,15.34,15.21,1243589,19050308
20231208,15.56,15.54,5778162,89826568
20231211,15.56,15.25,5961320,91654830
20231212,15.21,15.02,5874856,88694104
20231213,15.13,14.83,4374569,65671265
20231214,14.84,14.73,3459096,51262457
20231215,15.03,14.96,1060922,15873306
20231218,14.62,14.26,2557045,36961836
20231219,14.16,13.85,5210627,73003904
