trade_date,high,low,volume,amount
20230102,14.11,13.91,5937703,83127842
20230103,14.49,14.08,5326150,75812548
20230104,14.31,14.06,1269957,18042733
20230105,14.39,14.10,1456829,20605507
20230106,13.85,13.75,3477339,48019319
20230109,14.19,13.77,1779481,24613109
20230110,14.09,13.79,4023073,55990646
20230111,13.92,13.71,1623439,22462755
20230112,13.98,13.72,1917561,26418240
20230113,13.57,13.41,4724169,63590552
20230116,13.77,13.64,1894802,26054663
20230117,14.06,13.67,3815086,52750107
20230118,13.89,13.72,4220061,58050460
20230119,13.96,13.66,2708354,37611552
20230120,14.05,13.80,3635293,50764714
20230123,14.10,13.95,1971311,27579988
20230124,14.01,13.89,5444309,75966956
20230125,13.97,13.79,5884572,82225887
20230126,14.19,13.88,2589433,36448710
20230127,14.32,14.23,3828678,54592717
20230130,14.45,14.44,2556051,36935779
20230131,14.64,14.44,1194359,17371980
20230201,14.99,14.73,2657465,39208256
20230202,14.74,14.58,1719676,25315418
20230203,14.51,14.30,2492311,35823506
20230206,14.14,13.95,3346705,47027668
20230207,14.27,14.09,2249493,32042950
20230208,13.94,13.69,4186014,58141201
20230209,13.75,13.69,1443278,19804462
20230210,13.75,13.66,3678823,50500554
20230213,13.96,13.74,5284032,73601923
20230214,13.53,13.47,3074766,41483485
20230215,13.28,13.11,3464618,45938273
20230216,13.19,13.06,3753839,49164481
20230217,13.29,12.74,4277479,55394002
20230220,12.96,12.91,5404537,70005433
20230221,13.16,13.11,3783576,49621228
20230222,13.28,13.11,1114399,14756682
20230223,13.85,13.77,2736419,37802423
20230224,14.46,14.12,2415317,34179844
20230227,13.87,13.84,5632892,78078377
20230228,13.56,13.33,1739164,23555486
20230301,13.67,13.35,2006672,27072536
20230302,13.60,13.29,1121266,15056932
20230303,13.72,13.61,1479745,20203915
20230306,13.83,13.72,5163377,71193760
20230307,14.10,13.96,2316114,32340862
20230308,13.98,13.90,3759740,52508422
20230309,14.09,13.83,3781775,53195583
20230310,14.34,14.15,1699715,24057325
20230313,14.27,14.10,3273078,46188269
20230314,14.41,14.13,4489465,63940082
20230315,14.14,13.92,5447562,75943223
