trade_date,high,low,volume,amount
20230102,56.85,55.57,4922825,275678200
20230103,58.23,56.35,4602625,262551077
20230104,57.25,56.76,2709213,153877203
20230105,58.32,57.12,3415743,197404666
20230106,60.46,59.69,2031946,121565937
20230109,58.76,57.86,3049207,178316876
20230110,60.27,58.56,1106662,65595493
20230111,60.40,59.38,2347094,140392246
20230112,61.53,59.66,5355762,321022805
20230113,63.20,61.51,2954546,181933778
20230116,62.31,59.79,4261868,261070832
20230117,62.80,61.12,2343259,146002222
20230118,63.51,62.02,1023983,63968578
20230119,62.44,61.51,2978207,184307919
20230120,63.04,62.07,2376351,147823375
20230123,63.68,62.24,4684991,294586200
20230124,64.65,62.72,3170516,200967190
20230125,64.37,63.19,2122197,135384986
20230126,64.36,63.51,1181695,75981454
20230127,65.48,63.42,4582287,297447455
20230130,64.34,63.93,4214938,270777451
20230131,65.49,63.36,4201230,268830230
20230201,64.99,64.46,1064622,69133012
20230202,66.79,66.29,4817081,320816172
20230203,68.25,67.54,1809889,122973196
20230206,67.03,66.40,5918263,393381800
20230207,67.03,66.36,5361659,355846243
20230208,67.29,65.76,4019359,268785506
20230209,67.16,66.79,3269892,218616800
20230210,66.72,65.39,4865928,320354828
20230213,66.04,64.75,3396602,222089316
20230214,65.97,64.86,4748344,311311531
20230215,64.34,64.18,3266734,209878929
20230216,64.90,63.70,3552042,226563033
20230217,64.89,63.62,2887286,184712888
20230220,62.69,61.76,1083735,67550790
20230221,62.62,60.57,3905213,242151704
20230222,63.18,62.75,3889045,244997881
20230223,63.14,61.61,1532216,96042500
20230224,61.57,60.85,1501431,91612412
20230227,61.85,59.68,2667464,162463968
20230228,60.23,59.83,5025232,301733984
20230301,60.58,60.20,5645792,340770102
20230302,60.70,60.12,3586670,215969493
20230303,59.15,58.22,2021302,117984704
20230306,59.50,58.37,3771397,221161025
20230307,57.18,55.43,3598160,203812034
20230308,57.90,56.90,4329214,247403828
20230309,59.03,57.93,3662550,212788464
20230310,60.02,59.98,2313513,138854728
20230313,60.89,60.61,3628111,220729995
20230314,61.26,60.91,5164149,314812360
20230315,63.04,61.66,3067696,190472431
20230316,62.68,61.36,1482117,91507852
20230317,61.37,60.46,3833386,233002220
20230320,60.12,59.57,3784994,226286881
20230321,60.31,59.52,2059959,123556092
20230322,59.40,58.79,4844563,285188116
20230323,58.48,57.97,3735829,217726741
20230324,58.27,58.05,1026070,59674756
20230327,57.34,56.82,4421646,252932568
20230328,57.17,56.20,5422171,308029429
20230329,57.39,56.47,3298031,188371835
20230330,58.27,57.76,3787155,219158800
20230331,58.45,57.72,5994135,347576281
20230403,59.26,58.62,2256554,133013753
20230404,58.86,58.17,4055194,237946925
20230405,59.45,59.23,2716147,160949946
20230406,60.13,59.98,5848494,351538220
20230407,60.44,59.65,3451946,206969140
20230410,58.39,58.29,4272567,249063608
20230411,58.47,56.96,5938832,341516312
20230412,58.72,57.97,3630463,212005387
20230413,60.73,59.82,4505777,270276332
20230414,60.63,59.83,4402363,266723108
20230417,60.46,60.17,5578102,336132991
20230418,61.07,59.32,1886193,114223634
20230419,61.19,60.98,1436399,87675555
20230420,62.87,62.61,5753151,360562901
20230421,63.89,62.37,2226397,140651628
20230424,64.00,62.77,3466435,217642527
20230425,63.69,62.42,5273204,334647435
20230426,63.36,63.09,1419374,89904623
20230427,63.82,62.75,4800300,305188946
20230428,64.11,63.31,5283000,336525459
20230501,65.48,63.99,5776145,372623395
