trade_date,high,low,volume,amount
20230102,36.46,35.87,1161990,41831640
20230103,36.07,35.71,5004383,180281659
20230104,36.53,35.33,4170675,151313926
20230105,36.67,36.01,5334428,192500421
20230106,36.04,35.57,4340224,155154362
20230109,36.05,35.46,5907319,209939007
20230110,35.51,34.93,2169166,76642751
20230111,36.31,36.05,5666681,204748418
20230112,36.70,36.02,4577516,164997294
20230113,36.23,35.99,4612525,166061294
20230116,36.49,35.87,2843320,102932206
20230117,36.88,36.03,3337684,122882173
20230118,36.02,35.67,4742990,169899322
20230119,36.09,35.67,1168057,41697789
20230120,36.03,35.88,3863717,138805480
20230123,37.65,36.83,4911506,182057778
20230124,36.99,36.89,1003216,37032683
20230125,37.00,36.65,4085550,149794752
20230126,37.09,36.28,1155168,42438215
20230127,36.97,36.72,1468913,54002470
20230130,35.50,34.98,2349565,82960825
20230131,35.71,35.15,3069370,107912994
20230201,35.98,35.21,1964285,70024677
20230202,36.37,36.24,3644166,132155285
20230203,35.67,35.41,5830584,207636638
20230206,36.28,35.54,1352347,49046853
20230207,36.10,35.80,1900289,68220768
20230208,36.38,35.59,4747963,171255069
20230209,37.63,37.34,1670815,62485620
20230210,38.26,37.67,4174540,157892364
20230213,37.07,36.37,5199707,191235032
20230214,36.66,36.19,4363087,159477294
20230215,37.08,36.83,1460411,53983064
20230216,38.24,38.01,1224802,46813908
20230217,38.05,37.24,2018106,76737264
20230220,38.96,38.13,3222862,123191062
20230221,38.53,38.18,3680627,141231428
20230222,39.33,38.90,4306182,167726135
20230223,39.86,39.01,4095290,162175357
20230224,39.62,39.34,5748007,227680724
20230227,40.60,39.97,5062204,202397460
20230228,38.66,38.44,1624728,62495769
20230301,38.51,37.97,1687965,64645404
20230302,38.13,37.62,1049931,39974218
20230303,38.68,37.86,1648883,62847252
20230306,38.74,37.92,4763497,183083806
20230307,38.86,38.78,1286423,49939003
20230308,39.00,38.63,2531253,97787188
20230309,39.02,38.70,1184515,46181194
20230310,40.29,39.31,4349484,171642330
20230313,39.92,39.45,5919223,235234494
20230314,39.84,38.88,5342318,212798502
20230315,40.74,39.67,3118074,125479431
20230316,41.35,40.72,2721407,111378869
20230317,41.75,40.78,1162292,48052048
20230320,41.77,40.96,5701981,235943511
20230321,40.82,40.61,3463977,141378592
20230322,41.82,41.17,4718613,194989470
20230323,41.89,40.96,3687091,153926108
20230324,42.25,41.87,1989983,83698167
20230327,42.86,41.43,2924884,123508034
20230328,42.34,41.58,1458938,61477487
20230329,43.73,43.25,3074783,133794525
20230330,44.58,43.78,5564310,246130510
20230331,44.68,44.01,2492446,110946290
20230403,45.40,44.70,3055685,137963260
20230404,45.25,44.53,2923496,132199421
20230405,46.89,45.80,3437438,159927883
20230406,46.58,45.81,2430420,112707463
20230407,46.30,45.83,3438440,157662858
20230410,47.56,45.72,1183733,54415518
20230411,46.11,45.51,1902120,87327046
20230412,46.88,46.10,3162277,147941578
20230413,46.62,45.91,1848574,85565737
20230414,46.84,45.96,3791862,176339679
20230417,47.99,47.37,1590346,75870578
20230418,48.08,47.67,1570323,75360444
20230419,50.50,49.59,5459523,272133935
20230420,50.16,49.14,2082253,103804137
20230421,49.40,48.09,5396758,265036829
20230424,49.48,48.52,2867664,140775350
20230425,51.08,50.19,4441083,225379559
20230426,52.97,52.11,2460777,128660579
20230427,53.24,51.92,3122297,162436315
20230428,52.92,51.54,5830412,304077229
20230501,53.74,53.11,5429454,289307023
20230502,53.52,52.86,2846640,151100308
20230503,53.25,52.46,5167471,274140529
20230504,52.12,52.04,5432027,282903097
20230505,52.99,51.80,4157322,217897891
20230508,54.17,53.71,3236378,174137493
20230509,54.04,53.61,5001020,269022382
20230510,52.90,52.44,4835615,255540171
20230511,53.48,52.88,5625780,299993040
20230512,53.97,52.80,1766091,93880377
20230515,54.21,53.74,4225023,228955703
20230516,54.01,53.50,4105512,221436069
20230517,55.24,54.56,5573011,307251177
20230518,56.16,56.09,1731548,97246784
20230519,57.76,56.89,1144318,65441950
20230522,56.53,55.55,2454338,137431108
20230523,56.20,54.62,3799206,208756605
20230524,55.65,54.77,3599522,199327464
20230525,55.20,54.13,1790708,97328823
20230526,54.53,53.03,1991976,106714931
20230529,53.35,52.10,5539999,294933744
20230530,54.28,52.77,2390880,127809894
20230531,53.35,52.58,5239876,278149740
20230601,53.94,53.50,2013034,108175224
20230602,54.38,53.74,2887552,156608902
20230605,54.62,54.00,4231241,230130485
20230606,54.33,53.64,3490818,188256750
20230607,53.96,51.85,1627351,86397977
20230608,53.73,52.75,5840281,313555161
20230609,55.70,55.06,4738099,261318595
20230612,55.56,54.77,3881919,214285562
20230613,55.47,54.51,5527061,305244844
20230614,54.74,53.83,3101029,168291307
20230615,53.15,52.80,1388137,73360558
20230616,53.60,53.56,2183230,116965283
20230619,52.89,52.28,1565634,82501210
20230620,52.14,51.37,3599225,187625036
20230621,52.36,51.15,4325005,226306465
20230622,53.76,53.12,3678581,196453154
20230623,53.12,52.89,3082704,163297158
20230626,54.06,53.26,4081602,218382645
20230627,55.39,54.30,4906138,270266538
