trade_date,high,low,volume,amount
20230102,8.12,7.97,2207399,17659192
20230103,8.16,8.06,1807692,14611550
20230104,8.28,8.16,1160701,9507646
20230105,8.33,8.21,5588433,45930059
20230106,8.18,7.90,4304569,34566156
20230109,8.09,7.88,2044816,16395319
20230110,7.92,7.87,5298577,41821661
20230111,7.96,7.90,4245148,33708711
20230112,7.88,7.75,5824782,45451614
20230113,7.93,7.89,5859251,46397043
20230116,8.16,7.91,2390211,19083970
20230117,8.30,8.09,5380973,44406693
20230118,8.52,8.17,5902110,49225409
20230119,8.52,8.35,1512034,12776225
20230120,8.51,8.35,3778936,31799115
20230123,8.40,8.23,4680831,39031936
20230124,8.62,8.40,3680513,31432585
20230125,8.67,8.53,4087444,35012195
20230126,8.66,8.52,1590147,13747719
20230127,8.80,8.67,1950444,16955628
20230130,8.86,8.63,4033085,35520837
20230131,8.58,8.55,4480637,38407211
20230201,8.37,8.32,2066667,17233304
20230202,8.52,8.28,2292722,19298721
20230203,8.79,8.69,5489488,47901783
20230206,8.56,8.41,2229496,18870464
20230207,8.55,8.37,2042870,17105720
20230208,8.42,8.40,3832338,32217219
20230209,8.42,8.27,3172532,26463145
20230210,8.43,8.26,3852222,31994635
20230213,8.31,8.19,1280255,10570370
20230214,8.43,8.35,4394536,36839923
20230215,8.46,8.21,4384488,36786333
20230216,8.42,8.30,3746009,31528491
20230217,8.28,8.24,5509572,45496389
20230220,8.41,8.20,1428636,11920496
20230221,8.68,8.38,2861727,24528271
20230222,8.74,8.53,4219358,36517622
20230223,8.65,8.53,1509124,12990712
20230224,8.47,8.43,1228217,10361656
20230227,8.66,8.47,5285210,44906027
20230228,8.63,8.49,5240361,44822453
20230301,8.62,8.48,3210334,27343823
20230302,8.22,8.12,4280781,35115672
20230303,8.10,8.09,2841586,23011014
20230306,8.03,7.87,2686233,21357993
20230307,7.86,7.81,2567335,20110652
20230308,7.91,7.81,3190588,25069902
20230309,7.81,7.70,2270064,17527922
20230310,7.70,7.64,1367836,10512235
