trade_date,high,low,volume,amount
20230102,34.43,33.91,4973447,169097198
20230103,35.19,34.77,5552719,194439382
20230104,35.60,35.20,2937233,103475842
20230105,35.63,34.95,3829958,134899051
20230106,35.82,34.27,2738260,96205575
20230109,35.22,34.71,1456588,50651648
20230110,35.07,34.48,4226690,146521241
20230111,35.77,34.69,4233236,149969938
20230112,34.91,34.60,2643944,91831622
20230113,34.87,34.38,4229593,146000486
20230116,35.56,34.82,1531581,53899655
20230117,34.85,34.36,2513878,87416918
20230118,34.87,34.62,5167760,179826053
20230119,34.36,34.01,1292181,44361359
20230120,34.56,34.54,5764071,199157470
20230123,33.50,32.95,1827325,60870090
20230124,33.83,33.36,4016215,134829155
20230125,33.88,33.52,5309298,178202840
20230126,33.82,33.35,1369589,45791798
20230127,32.75,32.45,3882128,126772949
20230130,33.79,33.33,1080854,36417799
20230131,33.82,33.58,3110450,104979964
20230201,33.78,32.89,1250304,41348998
20230202,32.84,32.46,5262531,171690512
20230203,32.24,31.72,1413829,45303871
20230206,32.87,32.02,3424651,110632348
20230207,33.00,32.54,1478134,48393420
20230208,33.16,32.66,5516261,180347609
20230209,33.09,32.80,4450155,146939490
20230210,33.11,32.83,5562427,183444550
20230213,32.91,32.69,1176329,38660701
20230214,33.70,33.08,5078668,168664476
20230215,33.96,33.52,1381183,46859804
20230216,34.30,33.74,2251610,77179510
20230217,34.11,33.24,5752860,195700293
20230220,34.87,33.93,4396020,152141889
20230221,34.47,33.62,2949589,99801356
20230222,34.53,34.33,3635839,125389998
20230223,35.57,35.30,5698153,201951335
20230224,35.95,35.58,4345053,155330891
20230227,36.34,36.05,2994465,108658019
20230228,36.79,36.39,1674050,61115560
20230301,36.86,36.55,1379097,50531769
20230302,36.33,35.80,3385179,122239187
20230303,35.73,34.88,5726354,201752749
20230306,35.96,35.22,4160699,148126044
20230307,36.39,35.48,1518894,54558869
20230308,35.48,35.00,4176870,147763060
20230309,35.17,34.71,4170742,145681409
20230310,35.60,35.38,4797680,170107961
20230313,36.87,35.31,4024673,145273066
20230314,37.33,37.04,1177352,43679830
20230315,38.00,37.51,4648758,176218389
20230316,37.79,37.45,2960127,111004101
20230317,37.09,36.56,2137969,78660552
20230320,37.34,36.39,5467175,203168706
20230321,37.23,36.38,3139808,116119631
20230322,37.69,37.07,2860052,106482694
20230323,38.40,37.48,1217827,46263602
20230324,39.44,38.95,3042460,118772664
20230327,38.38,38.18,2326066,88890117
20230328,38.59,38.25,5005445,192425801
20230329,37.81,37.53,5863718,221079505
20230330,37.12,37.07,4419997,163904409
20230331,37.97,37.24,4953998,187512556
20230403,37.88,37.08,2782144,103206484
20230404,36.43,36.21,1217416,44127639
20230405,36.31,35.92,3691316,133921306
20230406,36.17,35.60,5810395,207193614
20230407,35.74,34.86,4957172,175742805
20230410,35.52,34.87,1419585,49936516
20230411,35.09,34.93,4025777,140899678
20230412,35.97,35.72,3666473,131564586
20230413,36.45,35.74,4013883,143931138
20230414,35.78,35.52,3379996,120823382
20230417,36.18,35.54,3440727,123567455
20230418,36.97,36.28,4293863,156569462
20230419,36.08,35.67,5470022,197007782
20230420,36.52,35.74,5681270,203438389
20230421,35.52,34.78,2219377,77468353
20230424,35.88,35.64,2106362,75431652
20230425,35.64,35.25,4438756,157055186
20230426,35.84,35.61,3161846,113102065
20230427,36.23,36.15,5583605,202258286
20230428,36.24,35.92,4501144,162279516
20230501,35.91,35.12,2915057,104187207
20230502,36.28,35.54,1176472,41994017
