trade_date,high,low,volume,amount
20230102,22.17,22.00,3034067,66749474
20230103,22.15,21.66,3768649,82971422
20230104,22.63,22.36,5669905,127337494
20230105,23.06,22.88,1826364,41917080
20230106,23.07,22.85,2585186,59124833
20230109,22.99,22.40,4597598,103833626
20230110,22.96,22.25,1536912,34769590
20230111,23.59,23.02,4609552,108016814
20230112,24.64,24.41,4644137,113403469
20230113,24.47,24.32,4713731,115173024
20230116,24.21,23.80,4858694,117400004
20230117,23.93,23.46,5480472,129876482
20230118,23.60,23.28,1985970,46457918
20230119,23.84,23.37,5561747,131464493
20230120,23.98,23.47,5461248,128259424
20230123,23.45,23.29,5785164,135397890
20230124,23.71,23.44,4084823,96482319
20230125,22.96,22.82,4006452,91950105
20230126,22.84,22.52,4447298,100249662
20230127,22.92,22.46,5517449,124310707
20230130,22.40,22.20,5806110,129782743
20230131,22.37,22.20,4154748,92512294
20230201,22.44,22.18,5344222,119546295
20230202,23.01,22.45,2989105,67504784
20230203,23.00,22.76,4533190,103923242
20230206,23.32,23.04,4278079,98771007
20230207,23.55,23.28,4041074,94240068
20230208,23.73,23.21,1566537,36568283
20230209,24.03,23.60,1074118,25474795
20230210,24.05,23.45,5525743,131981113
20230213,23.86,23.46,5175976,122594118
20230214,23.54,23.35,2646881,61989965
20230215,23.30,23.15,1737444,40300915
20230216,23.25,23.12,2199947,50878021
20230217,23.77,23.35,3982082,93244773
20230220,23.82,23.52,3021608,71143804
20230221,23.20,22.71,3583413,82002659
20230222,22.83,22.76,5144470,117352892
20230223,22.27,21.99,2284815,50506782
20230224,22.08,22.02,3375421,74509760
20230227,21.90,21.63,4171298,90953166
20230228,21.91,21.75,5029498,109914095
20230301,22.37,21.89,3641341,81137224
20230302,22.04,21.56,3142538,68618858
20230303,21.75,21.47,1834223,39396362
20230306,22.01,21.94,3519478,77301312
20230307,21.95,21.33,3099082,67073660
20230308,22.22,21.82,3083082,68229439
20230309,22.23,22.05,2884106,63630001
20230310,22.32,21.58,3089039,67417880
20230313,21.34,21.14,5711426,121634543
20230314,20.89,20.73,3319365,68816456
20230315,20.81,20.40,3364997,69819332
20230316,21.11,20.98,2319421,48752233
20230317,21.03,20.30,5071668,105281567
20230320,20.80,20.43,1409121,29023475
20230321,21.10,20.82,2319314,48370524
20230322,20.73,20.25,5254013,107992811
20230323,20.35,20.16,5129411,104136461
20230324,20.08,19.71,5495238,109935735
20230327,20.22,19.57,2813892,56336594
20230328,20.14,19.88,2637767,52737291
20230329,19.64,19.44,1900057,37136087
20230330,20.30,20.03,3158617,63936111
20230331,20.02,19.44,2434612,48561493
20230403,20.38,20.10,1480808,29992025
20230404,20.35,20.23,4021551,81581100
20230405,20.60,20.06,1361163,27598215
20230406,20.10,19.72,4551276,90593128
20230407,19.79,19.50,4868323,96106221
20230410,19.60,19.32,5607869,109875108
20230411,19.26,19.14,2019170,38687494
20230412,19.68,19.49,2306983,45083765
20230413,19.47,19.21,3510449,67608221
20230414,18.98,18.70,5693787,106727867
20230417,19.48,19.25,2284940,44102338
20230418,19.03,18.96,2824090,53617927
20230419,19.53,19.31,4128895,80144809
20230420,19.02,18.78,4977920,94236650
20230421,19.63,19.11,1591831,30976987
20230424,19.29,18.90,5472181,104309581
20230425,19.02,18.48,4611317,86769891
20230426,19.17,18.84,4589335,87065763
20230427,18.58,18.27,3563534,65993828
20230428,18.79,18.51,3783290,70681493
20230501,19.24,19.07,3056348,58383677
20230502,19.06,19.05,4101703,78134134
20230503,18.95,18.53,5197276,98480271
20230504,19.24,18.84,3817639,72553374
20230505,19.36,19.03,3871305,73872528
20230508,19.37,19.11,2632894,50462314
20230509,19.30,19.16,4595774,88131756
20230510,19.47,18.95,4286468,82253373
20230511,19.02,18.79,3757905,71390717
20230512,19.22,18.74,4579255,87681560
20230515,19.43,19.15,3051819,58933774
20230516,19.46,19.12,4827474,92998636
20230517,20.05,19.68,5027065,99468863
20230518,20.23,19.96,3210426,64663301
20230519,20.52,20.46,3593992,73557732
20230522,20.37,20.24,3860771,78371346
20230523,20.18,19.75,4080044,81753198
20230524,20.10,19.83,1111118,22196896
20230525,20.32,19.57,3450906,68288252
20230526,20.19,19.75,2070551,41287352
20230529,20.82,20.60,5578392,114932666
20230530,21.51,20.86,2930121,61871651
20230531,21.56,21.51,1401120,30189546
20230601,21.08,20.63,4562082,96152028
20230602,21.61,21.32,1232383,26313296
20230605,22.03,21.56,2880668,62578261
20230606,22.28,22.05,3982709,88453388
20230607,22.63,22.16,5942340,133182751
20230608,23.15,22.76,4258620,97250777
20230609,23.08,22.79,3344134,77057991
20230612,23.81,23.37,2996777,70629826
20230613,24.41,24.25,4989305,121744596
20230614,24.99,24.58,5999978,148421569
20230615,24.64,24.50,2181268,53529199
20230616,25.56,24.96,5579671,140106174
20230619,24.95,24.67,4329923,107380989
20230620,25.68,25.05,3418461,85908053
20230621,26.13,25.49,3890008,100398604
20230622,26.19,26.03,1077014,28035334
20230623,25.86,25.64,1720777,44449087
20230626,26.13,25.57,3749166,96272224
20230627,25.58,25.34,2413205,61292111
20230628,25.96,25.53,3721421,96096896
20230629,26.09,25.54,4071084,105447745
20230630,26.48,25.69,1459395,38499685
20230703,27.02,26.52,4634604,124839377
20230704,26.87,26.51,1244831,33427151
20230705,26.80,26.55,4553082,121005126
20230706,26.88,26.38,2493813,65996427
20230707,26.66,26.47,3828271,101660495
20230710,26.34,25.82,4631442,121464807
20230711,26.82,26.37,5156352,137422026
20230712,27.45,26.58,1949287,52966869
20230713,26.55,26.00,2438321,63965569
20230714,26.33,25.47,4774942,123832559
20230717,25.98,25.54,4086667,104820975
20230718,26.23,25.78,1353650,35220896
20230719,26.09,25.53,4516747,115918667
20230720,25.92,25.53,4727161,121997409
20230721,25.70,25.27,4673894,119087850
20230724,25.83,25.43,2285519,58691927
20230725,25.54,25.44,1788946,45663080
20230726,25.45,24.65,5071546,128384325
20230727,25.58,25.19,5188797,132259831
20230728,25.75,25.05,5927489,148899115
20230731,25.69,25.32,1859406,47404069
20230801,25.98,25.30,5930517,151828876
20230802,25.64,25.43,4269511,109153155
20230803,25.59,25.15,3875208,98195502
20230804,25.36,24.80,3552256,89570447
20230807,25.60,25.41,5461403,139210127
20230808,25.09,24.70,5041030,125664998
20230809,26.15,25.78,5731729,148366383
20230810,25.79,25.66,3232581,83064328
20230811,25.69,25.51,2944676,75163436
20230814,25.42,25.23,5513085,139452497
20230815,25.28,24.89,5150498,129896548
20230816,25.04,24.79,2538669,63006132
20230817,24.84,24.81,1974826,48992283
20230818,25.28,24.84,1519014,37964688
20230821,25.41,25.27,4843040,122606104
20230822,25.25,24.97,1723657,43216197
20230823,25.37,25.02,2373696,59933021
20230824,25.63,25.38,5225956,133067302
20230825,26.30,25.41,1898562,48518875
20230828,25.75,25.43,3414480,87619401
20230829,25.91,25.25,5439301,139586237
20230830,25.61,24.77,1041185,26276938
20230831,25.32,24.58,2706193,68030816
20230901,25.54,25.27,3963343,100925830
20230904,25.60,25.17,5256667,133538184
20230905,25.95,25.54,3061451,79173551
20230906,25.99,25.54,2053228,52837003
20230907,25.74,25.20,2273020,58372703
20230908,25.07,24.81,3193636,79850081
20230911,25.58,25.39,4668856,118570595
20230912,25.48,25.22,5899211,149247061
20230913,25.23,24.72,4651548,115654923
20230914,24.77,24.56,1673808,41185236
20230915,24.88,24.80,1235294,30642654
20230918,25.33,24.73,5386797,134685083
20230919,25.28,25.26,1571740,39710859
20230920,25.52,25.33,5551927,140728223
20230921,25.48,25.38,4429895,112623977
20230922,26.38,25.70,4577744,120278133
20230925,27.13,26.91,5917233,160376698
20230926,27.46,26.95,4590613,124995542
20230927,27.38,26.92,2751943,74865302
20230928,27.45,26.95,5312339,143917698
20230929,27.52,26.97,5578061,152053205
20231002,27.15,26.84,5264458,141817567
20231003,27.42,27.37,4165706,114115747
20231004,27.50,26.63,5452689,149562157
20231005,28.08,27.52,2727451,76050194
20231006,28.59,27.79,5146912,144711302
20231009,29.07,28.29,2602539,74375426
20231010,28.94,28.60,3880967,111805343
20231011,29.36,28.94,4431774,129069158
20231012,29.03,28.74,3695001,106535960
20231013,29.33,28.95,4186782,121502834
20231016,28.38,28.04,2482680,70195079
20231017,28.59,28.19,4926821,139570239
20231018,27.62,27.31,5360961,147862521
20231019,28.51,27.73,1618846,45186052
20231020,28.43,28.20,4445901,125566535
20231023,29.22,28.45,5565894,160486593
20231024,29.63,28.87,4135368,121361631
20231025,28.68,28.34,1896892,53874733
20231026,28.43,28.19,5899516,166800747
20231027,28.18,27.77,1764151,49290247
20231030,27.88,27.68,4539964,125905975
20231031,27.31,27.17,5288802,143829399
20231101,27.03,26.32,2200113,58870769
20231102,27.35,26.95,5977721,161925087
20231103,27.18,26.72,2364528,64191403
20231106,27.58,27.13,1132993,30784675
20231107,27.73,27.32,2874034,79186501
20231108,28.75,28.36,3046498,86534507
20231109,28.88,28.31,1749895,50289640
20231110,28.88,28.38,4036417,116206672
