trade_date,high,low,volume,amount
20230102,40.15,39.08,4854665,194186600
20230103,41.14,40.25,1195181,48242281
20230104,39.66,39.59,5067922,200880687
20230105,40.15,39.14,5496736,217867855
20230106,39.64,39.35,5886909,232946294
20230109,39.30,38.50,5410995,210991521
20230110,38.39,38.15,1342016,51324262
20230111,37.78,37.34,1377730,51803624
20230112,37.74,37.54,1736573,65452098
20230113,37.72,37.55,5852173,220722993
20230116,38.78,37.89,1888183,72330071
20230117,37.65,36.96,4394311,164006889
20230118,36.93,36.76,3370482,123939201
20230119,36.49,36.18,5340943,193557838
20230120,36.41,35.09,3568579,128424899
20230123,35.79,35.53,1476651,52621502
20230124,37.32,36.04,4241387,154700655
20230125,36.75,36.14,3130518,113960705
20230126,36.86,36.22,5043500,184503731
20230127,36.22,35.88,4959824,178403080
20230130,35.83,35.28,2965906,106059282
20230131,36.35,35.73,5448771,196391315
20230201,35.64,35.49,1220566,43381170
20230202,35.55,34.87,5962672,210763680
20230203,35.04,34.79,5848296,204085245
20230206,35.36,34.50,3072087,106585217
20230207,34.81,34.68,4520981,156953008
20230208,34.67,34.34,3711686,127613342
20230209,34.86,34.29,4011263,138285490
20230210,34.24,34.02,3432677,117219960
20230213,34.75,34.23,1759862,60511619
20230214,34.44,34.16,2908715,99672965
20230215,33.85,33.34,1897791,64137908
20230216,33.49,33.10,4069165,135780817
20230217,33.85,33.67,3893889,131126963
20230220,34.22,33.08,1291462,43058385
20230221,33.24,32.55,4514707,148903014
20230222,33.05,33.03,5806892,191864080
20230223,32.45,31.69,2862526,92411816
20230224,32.00,31.96,3424368,109444909
20230227,32.80,32.16,2564169,83336079
20230228,32.53,31.80,1556453,50497094
20230301,32.65,32.02,5461287,176833229
20230302,32.37,31.80,3573471,114531663
20230303,32.79,32.09,2404933,77605479
20230306,32.09,31.53,1823649,58295604
20230307,32.52,32.27,5149078,166602898
20230308,33.17,32.78,2255600,74767301
20230309,32.98,32.73,4669622,153862954
20230310,33.13,32.44,3925878,129223597
20230313,33.55,32.77,4969039,164264974
20230314,33.11,32.86,2367982,78243750
20230315,32.98,32.51,2917482,95009928
20230316,33.01,32.93,3197623,105426066
20230317,33.39,32.67,3365323,111314283
20230320,34.02,33.64,1901386,64536534
20230321,35.42,35.11,2374138,83938272
20230322,35.75,35.08,5599133,198017682
20230323,36.23,35.87,4959344,178504778
20230324,37.08,36.99,3232342,119784788
20230327,37.62,37.25,3073052,114725949
20230328,37.50,37.11,1966648,73228637
20230329,37.88,36.89,2000581,74507856
20230330,36.49,35.82,3892831,141570861
20230331,35.79,35.29,5199143,185841092
20230403,35.52,34.52,1447249,50778806
20230404,35.51,34.68,1710475,60213368
20230405,36.10,35.68,1260334,45014477
20230406,35.70,35.32,5498262,195202180
20230407,34.89,34.47,4745273,163668156
20230410,34.21,34.02,4436963,151318598
20230411,34.30,33.46,4569868,154493642
20230412,33.34,33.22,5048497,168068939
20230413,33.28,32.88,3054774,100628567
20230414,33.73,33.21,3108149,104233209
20230417,33.63,33.54,1126306,37867472
20230418,32.89,32.65,5635143,184903107
20230419,32.94,32.91,4532066,149229384
20230420,33.51,32.93,2095904,69881894
20230421,33.80,32.94,2368631,78429409
20230424,33.41,32.73,5162623,170739370
20230425,33.78,32.24,4938410,163639094
20230426,32.93,32.75,3444793,112844452
20230427,32.87,32.13,4339907,141778565
20230428,33.47,32.88,1565074,51736165
20230501,33.38,33.17,5944202,197686439
20230502,34.84,33.70,1247225,42652729
20230503,34.47,34.00,2465750,83973368
20230504,34.33,34.02,4118767,140951167
20230505,34.63,34.16,4098933,141433334
20230508,33.97,33.38,5741704,193204929
20230509,33.99,33.63,2294403,77811566
20230510,34.16,33.53,5154056,175372186
20230511,35.07,34.48,5691013,197026184
20230512,35.20,34.20,1955870,68060855
20230515,34.74,33.96,1194629,41281010
20230516,34.44,33.81,3743247,128211510
20230517,34.53,33.69,2785532,95704746
20230518,34.39,34.06,2699213,91982711
20230519,34.08,33.53,5751884,194485399
20230522,34.38,34.02,1911580,65524139
20230523,33.75,33.45,3198229,107798404
20230524,34.06,33.64,3570386,121395650
20230525,34.10,33.51,5049682,170250872
20230526,33.81,33.55,5028069,169042568
20230529,34.23,33.83,2413257,82301551
20230530,34.85,33.88,2119242,72558459
20230531,34.05,33.61,4412117,149511124
20230601,34.70,34.23,1861210,63857195
20230602,35.50,34.88,1073024,37879604
20230605,36.13,35.59,4051925,144437070
20230606,36.15,35.45,1933266,69375754
20230607,36.18,35.82,4947821,178375102
20230608,35.74,35.29,3153256,111587917
20230609,36.07,35.50,1079405,38459405
20230612,36.64,36.35,4195759,153045930
20230613,37.29,36.97,2189922,81194232
20230614,36.79,35.62,1646616,59655881
20230615,36.99,36.07,3281073,119201274
20230616,35.79,35.55,1019898,36497735
20230619,36.48,35.87,5171094,186294414
20230620,35.62,35.45,3353238,119396211
20230621,36.37,35.92,2657294,95467432
20230622,35.34,35.19,5076151,178945117
20230623,35.93,35.40,4656698,165874513
20230626,36.30,35.35,2211348,78394617
20230627,35.00,34.39,3265920,113639500
20230628,35.62,35.01,4484258,157063657
20230629,35.46,34.97,5182851,182897460
20230630,35.63,34.88,4769800,166546639
20230703,35.15,34.86,4657072,162564839
20230704,34.34,34.16,1663187,57087399
20230705,35.56,33.98,5946879,207958318
20230706,35.44,34.62,1800995,63384672
20230707,35.15,34.88,2614038,91726668
20230710,35.42,34.44,2886244,101133381
20230711,35.66,35.45,1858789,66229949
20230712,37.00,35.93,3262937,118466601
20230713,37.60,36.94,2238499,82937384
20230714,38.07,37.63,5159609,196034713
20230717,38.65,37.44,4916321,186140712
20230718,38.34,37.79,4427498,168437727
20230719,37.75,37.18,3769537,141822651
20230720,37.90,37.64,4436444,167115194
20230721,38.56,37.23,5222935,197932788
20230724,37.60,36.69,2421228,90449579
20230725,37.67,36.49,4336661,162714646
20230726,38.50,38.20,4810183,183882443
20230727,39.06,38.76,1805415,69981256
20230728,38.50,37.92,5332893,203687411
20230731,39.12,38.65,1483927,57619631
20230801,39.17,38.56,4712129,183979475
20230802,39.31,38.37,2876990,111854316
20230803,37.90,37.40,5974857,226337378
20230804,38.09,37.66,5444469,206220601
20230807,37.84,37.12,4813355,181827883
20230808,37.38,36.83,1736020,64715347
20230809,37.60,36.91,1702649,62897954
20230810,37.13,36.87,3862082,143027286
20230811,37.38,37.00,5297754,196758333
20230814,37.96,37.15,2975292,111760487
20230815,38.67,37.59,5940576,227659289
20230816,38.71,38.27,5082595,196042981
20230817,39.33,39.01,2700618,106197090
20230818,39.43,39.33,4620839,182162593
20230821,39.27,38.45,4738791,185084874
20230822,38.01,37.33,4006384,152192571
20230823,38.30,37.57,4655835,177215761
20230824,37.86,37.14,4383057,164068576
