trade_date,high,low,volume,amount
20230102,28.44,27.60,4829292,135220176
20230103,28.72,28.39,5366772,152360684
20230104,28.43,27.99,1261856,35620614
20230105,28.43,28.32,2420125,68674033
20230106,28.35,28.06,2110357,59291648
20230109,27.80,27.31,2419663,67191957
20230110,28.01,27.76,2662672,74062036
20230111,27.68,27.51,5257555,145446282
20230112,27.68,27.09,5291329,146198278
20230113,27.74,26.67,1462090,39951806
20230116,27.59,27.37,5639192,155144371
20230117,28.51,28.10,3073080,86829860
20230118,28.55,28.32,1434475,40821761
20230119,29.18,28.50,2938995,84272520
20230120,28.88,28.35,2913547,83193625
20230123,28.30,28.14,1801104,50806562
20230124,27.87,27.75,5011368,139484648
20230125,27.64,27.17,3155608,86290300
20230126,27.63,27.33,2185131,60313403
20230127,27.51,27.27,5489365,150590421
20230130,27.28,26.93,2602248,70676721
20230131,27.18,26.80,3948120,106017804
20230201,27.31,27.06,3534429,96223991
20230202,28.51,27.94,1553804,43779920
20230203,28.23,28.07,2058881,57946907
20230206,28.48,28.10,4862985,137294819
20230207,28.30,27.41,2969492,82490293
20230208,28.99,28.17,4936462,141971252
20230209,28.32,28.10,2821878,79345341
20230210,28.47,28.28,2515139,71260596
20230213,28.21,27.86,4446460,125187872
20230214,28.44,27.48,1096726,30605127
20230215,28.08,27.71,5512899,154770953
20230216,27.34,27.04,2591837,70742505
20230217,27.62,27.34,4965474,136767927
20230220,27.78,27.02,3802533,103363773
20230221,27.33,27.11,5645852,153582991
20230222,27.54,27.19,1521456,41574497
20230223,27.69,27.32,1170173,32211793
20230224,27.99,27.69,5462413,152866410
20230227,27.21,27.03,4353078,117819118
20230228,27.20,26.94,4085306,110717077
20230301,27.29,27.02,5663000,153389819
20230302,27.08,26.75,3696337,100059473
20230303,27.51,27.27,4186905,114303652
20230306,27.16,26.70,1302100,35209823
20230307,27.44,27.08,5630380,152643477
20230308,26.73,26.24,1263475,33702912
20230309,26.87,26.46,5368519,143434034
20230310,26.62,26.17,4383852,115729167
20230313,26.12,25.68,1034578,26957928
20230314,26.24,25.77,1437531,37298608
20230315,26.44,25.64,2817988,73133715
20230316,26.67,26.33,1490061,39255226
20230317,26.39,26.08,2139548,56067855
20230320,26.46,26.19,2750111,72744341
20230321,26.56,26.15,2965742,77713327
20230322,27.39,26.76,5244874,142820801
20230323,28.15,27.53,3467878,96809319
20230324,27.87,27.47,3541858,98002550
20230327,28.18,27.54,3056101,84621004
20230328,28.91,28.54,5870036,168031691
20230329,28.43,28.00,2482140,70515503
20230330,29.49,29.14,5074972,148296574
20230331,29.95,29.74,3350019,100226910
20230403,30.21,29.84,5899044,177488342
20230404,30.48,30.15,4372369,132354577
20230405,30.95,30.77,1521610,46911715
20230406,32.09,31.21,1179672,37277716
20230407,31.31,30.93,5965947,185751114
20230410,30.92,30.63,2036344,62671566
20230411,30.97,30.51,4240738,130039521
20230412,30.44,30.18,3540764,107317288
20230413,30.69,29.83,2095318,63885342
20230414,30.65,30.45,3758710,114897428
20230417,30.74,30.28,1353133,41442447
20230418,31.48,31.21,5908465,184604772
20230419,31.58,31.09,4374007,137258604
20230420,32.00,30.98,4717809,148390716
20230421,31.85,31.19,1991378,62695936
20230424,31.99,31.53,1737895,54847130
20230425,32.26,31.77,2615648,83202666
20230426,32.40,31.84,3720067,118703060
20230427,32.41,32.15,3958103,127577361
20230428,33.11,31.84,2212767,72004324
20230501,33.18,32.97,3784526,124797827
20230502,32.47,32.33,5079479,164531311
20230503,32.87,32.46,2362181,76976086
20230504,33.22,32.45,4164151,135771115
20230505,32.58,32.15,2530124,81807551
20230508,33.14,32.59,2155379,70703338
20230509,32.38,32.21,3789852,122131235
20230510,33.11,32.20,4127909,133768613
20230511,32.50,32.09,3732944,120546924
20230512,31.78,31.22,3486919,110276123
20230515,31.65,31.63,4123981,130485270
20230516,32.57,31.57,4084709,130824758
20230517,32.63,32.43,4072883,132863588
20230518,32.64,32.23,5919549,193009904
20230519,33.79,33.11,3189321,107117956
20230522,33.10,33.00,5523249,182359263
20230523,33.55,32.81,2280735,75915799
20230524,33.28,32.23,2488510,81238624
20230525,32.99,32.48,2411925,78701054
20230526,32.50,31.92,1432013,46161852
20230529,32.53,32.08,4410577,142797042
20230530,33.24,32.30,2963273,97346374
20230531,33.13,32.96,2115695,69772897
20230601,33.87,33.09,4234028,140902465
20230602,34.53,33.19,2959945,99236334
20230605,33.75,33.43,4235690,142904549
20230606,34.34,33.77,2155673,73337091
20230607,34.76,33.72,2369424,80699828
20230608,34.24,33.95,3954957,134682148
20230609,34.17,33.79,5173909,175413141
20230612,33.86,33.46,4617498,155635350
20230613,33.19,32.59,4938733,162739441
20230614,33.45,32.83,3669955,121994151
20230615,34.10,33.38,1279711,43182712
20230616,33.08,32.66,3122603,102386549
20230619,32.62,31.42,5935371,190496234
20230620,32.10,31.59,4932911,157382244
20230621,32.26,31.43,3548799,112669538
20230622,32.05,31.65,1796856,57562668
20230623,32.82,31.94,5389521,173258299
20230626,32.94,32.05,4414685,144501930
20230627,33.87,33.08,5010259,167488631
20230628,33.79,33.00,2258268,75822200
20230629,33.55,33.38,3169972,105838231
20230630,33.65,33.06,1106554,37123650
20230703,32.85,32.22,2080477,67576443
20230704,32.72,32.53,5385687,175537839
20230705,33.19,32.96,2027612,67259213
20230706,33.46,32.87,2963254,98486806
20230707,33.99,33.40,2028634,68500613
20230710,33.89,33.60,2946118,99604649
20230711,33.62,33.40,4013195,134362392
20230712,33.47,32.73,5114992,167686551
20230713,33.11,32.77,2366482,77571808
20230714,33.80,33.19,5460002,183669732
20230717,32.86,32.38,4200227,137353199
20230718,33.18,33.01,2374907,78658836
20230719,32.97,32.82,4946918,162481259
20230720,32.64,32.15,3022282,97423919
20230721,33.18,32.83,1339198,44342679
20230724,33.97,33.60,3925606,132304578
20230725,33.40,32.73,3978293,131327999
20230726,32.43,31.92,3322622,106549047
20230727,31.47,31.28,1258096,39394577
20230728,31.88,31.24,5075945,160021116
20230731,31.86,31.37,5968515,189555750
20230801,32.46,31.61,1041572,33116388
20230802,31.43,31.00,5125326,161057113
20230803,31.39,30.81,5949045,184492225
20230804,30.62,30.09,3989936,121971422
20230807,30.32,30.26,5519701,167309765
20230808,30.32,29.69,5175262,155686209
20230809,31.17,30.39,4349035,133327027
20230810,30.56,30.46,1878587,57356657
20230811,31.10,30.68,1447871,44799728
20230814,31.08,30.63,2748866,85104372
20230815,30.16,30.02,5468283,164290646
20230816,30.05,29.61,2331235,69802540
20230817,29.37,28.55,2612693,76064758
20230818,28.48,28.30,3349638,95264635
20230821,28.47,28.35,5784846,164179804
20230822,28.92,28.08,1578365,45009129
20230823,27.66,27.61,4968622,137251274
20230824,28.13,27.75,3775463,105406898
20230825,27.22,27.04,1004641,27262448
20230828,27.08,26.31,5614145,151276621
20230829,27.69,27.29,1147065,31421843
20230830,26.92,26.30,5793383,154368228
20230831,26.73,26.44,3518372,93466611
20230901,26.62,26.52,3009025,79960491
