trade_date,high,low,volume,amount
20230102,46.26,45.88,2997401,137880446
20230103,46.71,46.15,3984446,184888334
20230104,46.36,45.96,1065203,49234431
20230105,47.73,46.09,2440252,113271301
20230106,45.66,45.50,4951779,225729464
20230109,47.26,46.36,3875167,180036727
20230110,46.99,46.15,2783546,129023546
20230111,46.19,45.71,4757087,219341631
20230112,46.83,45.99,3570524,165092420
20230113,44.98,44.39,1130288,50459794
20230116,45.54,45.06,4579798,207970181
20230117,46.00,45.32,2637415,121171911
20230118,46.27,45.27,5824600,267500644
20230119,46.40,45.99,2240525,103327411
20230120,45.69,45.48,4063986,185683129
20230123,45.59,44.94,3535162,159428166
20230124,45.01,44.41,5745674,257218597
20230125,44.94,44.56,2197004,98325902
20230126,46.06,45.05,3874966,176232654
20230127,45.40,45.36,5522281,250602324
20230130,44.61,43.89,1820421,80782263
20230131,44.92,44.10,4814979,212826851
20230201,45.00,44.07,2864855,127517331
20230202,46.29,45.71,2114154,97303734
20230203,46.37,46.10,3322421,153372369
20230206,45.46,43.98,4001052,181549126
20230207,46.32,45.09,5788325,262181448
20230208,45.10,44.89,1552361,69899061
20230209,46.63,44.89,3163528,143000187
20230210,45.94,44.97,5726562,259832347
20230213,47.27,46.92,1311205,61887561
20230214,46.85,46.24,4425998,206105436
20230215,47.42,47.14,1250732,58991726
20230216,48.26,47.70,3364163,161706516
20230217,47.76,47.37,1308645,62448669
20230220,48.53,46.54,3620396,173190288
20230221,48.54,47.76,5291975,254482355
20230222,48.94,47.85,4356207,210282315
20230223,48.93,48.11,2376054,115459958
20230224,50.05,48.62,4596985,224307833
20230227,49.76,49.09,3851766,189492722
20230228,49.70,48.29,1164166,56837180
20230301,49.67,48.40,4120926,204252167
20230302,49.31,49.00,3902817,191434196
20230303,49.90,49.19,4184076,207277920
20230306,49.48,48.97,5964362,292385998
20230307,49.53,48.74,3639034,178213592
20230308,50.41,48.89,5294588,262147006
20230309,49.71,48.62,4057949,200458737
20230310,48.96,48.18,1490774,72928670
20230313,48.43,47.81,1140748,55203949
20230314,48.66,48.19,2695180,130306212
20230315,48.83,48.32,4557026,220320913
