trade_date,high,low,volume,amount
20230102,38.23,37.87,2687535,102126330
20230103,38.72,38.20,3964916,151899891
20230104,38.74,37.85,3183508,121262775
20230105,38.99,38.17,4515083,172987992
20230106,38.62,38.01,1104265,42523206
20230109,38.98,38.52,1616067,62300296
20230110,37.94,37.26,4085604,152883337
20230111,38.89,38.02,2129875,81522153
20230112,38.32,38.01,3462628,132412878
20230113,37.89,37.21,3037931,114513412
20230116,37.10,36.22,2331538,86363697
20230117,36.41,36.18,2100685,76375582
20230118,36.49,36.19,3209925,116976960
20230119,36.81,36.07,1834545,67056676
20230120,37.37,36.60,5944241,218087220
20230123,37.48,36.47,3793294,141756616
20230124,36.81,36.54,3158099,115711524
20230125,37.76,36.75,2910571,109236588
20230126,37.84,37.19,2485735,92816476
20230127,37.21,36.99,3502061,129799307
20230130,37.07,36.54,3151908,116307666
20230131,37.43,37.19,1528210,57114670
20230201,37.19,36.56,1286401,47442723
20230202,37.57,37.44,5826526,218735246
20230203,37.66,36.44,5113820,188331569
20230206,37.83,36.72,3343973,123775150
20230207,36.61,35.67,3782390,137151716
20230208,36.49,36.33,3883926,141545270
20230209,36.91,35.81,2091742,75099636
20230210,36.08,35.35,4127002,147602686
20230213,35.63,34.84,5086426,178727493
20230214,34.39,33.58,5801455,197534927
20230215,33.20,33.11,2209703,73329387
20230216,34.32,33.55,4015022,135707122
20230217,33.39,32.99,5192174,172869969
20230220,33.47,32.72,1452816,47955714
20230221,33.10,32.65,4356859,142941442
20230222,33.66,32.93,4507168,149135537
20230223,32.81,32.58,2705183,88370501
20230224,32.05,31.85,2022806,64752028
20230227,32.75,32.01,4177233,136671512
20230228,32.00,31.89,2747725,87861819
20230301,32.34,31.89,2987818,95881552
20230302,32.57,32.03,1515777,49141629
20230303,33.75,33.07,5618461,186404290
20230306,34.00,33.72,1975652,66863211
20230307,33.81,33.61,1207030,40616890
20230308,34.13,34.00,5850807,199126976
20230309,33.58,33.24,1889595,63294552
20230310,33.52,33.27,3063244,102318258
20230313,33.01,32.78,3753583,123411757
20230314,32.71,32.31,2735710,88806520
20230315,33.79,33.41,3212116,107678297
