trade_date,high,low,volume,amount
20230102,64.40,63.20,1071135,68552640
20230103,64.71,64.30,2671586,172785394
20230104,64.47,64.00,1459175,94018010
20230105,64.56,63.51,5418554,346432361
20230106,64.70,63.04,2091108,133656233
20230109,64.71,64.17,3916506,252542121
20230110,65.10,64.20,5892452,380661173
20230111,64.28,63.81,4666142,299302294
20230112,63.88,63.51,1175519,74767946
20230113,62.88,62.53,3068543,192955927
20230116,62.05,60.43,3975779,244919210
20230117,61.33,61.19,3945036,241825786
20230118,61.24,61.06,1818456,111292883
20230119,61.80,61.28,4489502,277450605
20230120,63.38,62.17,5981975,372776949
20230123,61.21,60.50,1795985,109395751
20230124,62.62,61.54,2347463,146427679
20230125,62.82,61.86,3693248,229674006
20230126,61.28,60.31,3163231,193657819
20230127,62.06,60.55,1294297,79870023
20230130,62.78,62.17,3734870,233556294
20230131,64.35,63.39,5236950,335778438
20230201,64.27,62.07,3264602,206419356
20230202,64.13,61.60,5191914,326427447
20230203,64.09,63.52,1767634,112476422
20230206,63.03,61.96,3336186,209576373
20230207,64.29,63.39,3170344,202890181
20230208,64.67,63.63,3672882,236407393
20230209,64.43,63.29,5130774,327601543
20230210,65.04,63.76,2812450,179452919
20230213,64.68,63.54,5203517,331974693
20230214,65.05,63.42,1113845,70718193
20230215,64.01,63.17,3709956,235113449
20230216,62.74,61.88,2272375,142538117
20230217,63.20,61.90,5658190,353122559
20230220,62.91,61.77,1415810,88497701
20230221,61.68,61.34,5486380,338047474
20230222,61.59,61.04,5613518,345439122
20230223,60.87,60.27,1185307,71549994
20230224,59.78,58.99,4425888,263344995
20230227,61.08,60.46,5825488,354583345
20230228,61.00,60.07,4940032,298741027
20230301,61.92,60.20,5174097,314475267
20230302,62.32,60.92,5825163,359938707
20230303,62.07,61.23,2535895,156860566
20230306,62.44,61.53,2065294,127539149
20230307,62.82,62.35,5764302,360681656
20230308,64.38,62.51,4790556,302543366
20230309,61.73,60.77,2424882,149518028
20230310,62.81,61.92,1121541,70159443
20230313,62.26,62.13,2178194,135475750
20230314,63.37,61.87,1074205,67284504
20230315,62.46,61.61,1040498,64268367
20230316,61.87,61.18,4344938,266281671
20230317,60.73,60.05,3202261,193264219
20230320,61.18,60.48,1154828,70066088
20230321,58.84,58.16,3341491,196148038
20230322,59.08,57.61,5490424,322035409
20230323,61.05,59.60,1499417,89895794
20230324,61.33,60.49,5728084,349180390
20230327,60.48,59.55,5925900,358024622
20230328,61.27,60.25,5781901,352988972
20230329,62.61,61.60,3847992,240745018
20230330,61.63,60.99,2732210,168076121
20230331,61.11,59.99,1567589,95151905
20230403,61.01,60.52,4818625,293792194
20230404,61.81,60.45,4339545,266258008
20230405,62.72,62.33,3445672,215112847
20230406,64.00,62.54,5773833,363464337
20230407,64.93,63.85,3519609,225964866
20230410,63.97,63.14,4596141,290520095
20230411,63.41,62.74,1555769,98044096
20230412,64.22,63.35,1730559,110569297
20230413,65.41,64.12,5521595,354101395
20230414,64.51,64.08,1766508,113491976
20230417,65.55,65.08,2386395,155650938
20230418,64.77,64.28,2862458,184212007
20230419,64.82,64.22,5104683,329262067
20230420,65.77,64.21,5059780,329452295
20230421,64.32,63.81,1509435,96492799
20230424,62.42,61.70,5673778,353515221
20230425,62.02,61.38,2910194,179395223
20230426,61.53,60.52,5820365,353529031
20230427,59.23,58.73,2676115,158180511
20230428,58.35,57.75,2387570,138431866
20230501,58.67,57.74,3448656,199504886
20230502,57.53,56.57,4674623,267444775
20230503,59.75,58.24,5269959,312391895
20230504,60.16,59.85,1332960,79915496
20230505,61.18,60.66,3276117,199577277
20230508,62.18,60.88,4082639,251440690
20230509,60.38,59.68,2441241,146685927
20230510,59.35,58.19,3366074,198706914
20230511,59.71,59.16,3303969,195804436
20230512,58.57,57.98,5855076,342060779
20230515,59.25,58.46,5564244,326463252
20230516,59.05,58.15,5592584,326541568
20230517,58.13,57.53,2590527,149181836
20230518,55.02,54.79,5782989,317126698
20230519,57.08,55.30,5987793,333913149
20230522,55.24,54.31,4754487,260709775
20230523,54.13,52.97,1639445,87846149
20230524,54.69,53.48,1263818,67976560
20230525,54.06,51.99,1859608,99224124
20230526,52.06,51.96,1891418,98357089
20230529,53.08,52.11,2299838,121552179
20230530,52.46,51.79,5034091,261843920
20230531,53.43,51.33,5595928,293375632
20230601,53.67,53.27,4567614,243601735
20230602,53.27,52.74,1718075,91238698
20230605,53.27,52.63,2721837,144172757
20230606,54.14,53.21,1801365,96714126
20230607,53.93,52.75,5382879,287985508
20230608,53.87,53.45,3428786,183659782
20230609,53.46,52.57,4773021,252918050
20230612,53.55,51.79,5124036,270976512
20230613,52.98,52.12,1438791,75470947
20230614,52.83,52.22,5318293,280429634
20230615,53.67,52.66,1635807,87103409
20230616,53.22,52.20,4054178,214570655
20230619,53.99,51.73,2513747,134219133
20230620,55.52,54.66,3222968,176361290
20230621,56.66,56.01,5877105,330855824
20230622,55.58,55.16,4170645,231558985
20230623,56.47,55.26,4718595,262621529
20230626,56.78,55.41,2438072,136370890
20230627,56.65,55.62,1161910,65513201
20230628,57.25,56.63,4060140,229954516
20230629,58.25,57.99,4399881,255385101
20230630,57.49,56.10,3702865,212023895
20230703,55.85,54.94,2878371,160639314
20230704,55.01,53.75,1623864,89091658
20230705,54.79,54.24,1494425,81571712
20230706,54.81,54.34,1204418,65542495
20230707,56.16,55.03,2656063,147842656
20230710,55.43,54.73,5938374,325923878
20230711,56.63,55.90,5461781,305660431
20230712,55.17,54.83,1571226,86338700
20230713,56.58,55.62,4670586,260073684
20230714,56.01,54.92,4843096,268715817
20230717,57.47,56.86,4365191,249785530
20230718,56.30,55.65,4931902,277228896
20230719,55.71,54.54,3337231,184693903
20230720,56.35,55.71,2865565,160109043
20230721,56.32,55.93,4509293,252505962
20230724,55.78,55.63,4018435,224141786
20230725,54.78,54.51,1970148,107736414
20230726,56.09,55.23,3533273,195695583
20230727,55.49,54.97,2846644,157949134
