trade_date,high,low,volume,amount
20230102,32.66,31.58,2258048,72257536
20230103,31.57,31.30,1668266,52222709
20230104,31.40,31.13,3949635,123997747
20230105,31.47,30.52,4959107,153094306
20230106,30.68,30.31,4403591,133823531
20230109,31.34,30.32,5481166,170029769
20230110,30.60,30.50,3157939,96577385
20230111,30.98,30.70,1122036,34514744
20230112,31.58,30.79,1440286,44718171
20230113,30.71,30.52,4592138,140578365
20230116,30.93,30.26,4442687,136612592
20230117,31.62,31.24,1069754,33680350
20230118,31.89,30.86,3604868,112896330
20230119,31.09,30.52,3017245,93228346
20230120,31.58,30.87,2854442,88467476
20230123,31.16,30.92,2756231,85695979
20230124,31.78,31.57,4482227,142213959
20230125,32.19,31.62,1897281,60700900
20230126,32.25,31.59,1661532,52952252
20230127,31.47,30.88,3186539,100245902
20230130,31.67,31.36,1703877,53837027
20230131,31.77,31.00,5167259,161868667
20230201,31.46,31.08,5602508,174275433
20230202,31.92,31.56,4290670,136266924
20230203,32.39,31.92,2462862,78944007
20230206,31.89,31.74,2997837,95391835
20230207,32.63,31.98,3980353,129261924
20230208,33.17,32.77,3963567,130884952
20230209,33.10,32.50,1298202,42415108
20230210,33.74,33.04,5101291,170557420
20230213,33.16,32.61,5439876,179359377
20230214,33.72,33.05,2749919,91636389
20230215,33.84,32.92,2543331,85146769
20230216,33.67,33.06,3903085,129537809
20230217,33.16,32.56,1085921,35525538
20230220,33.67,33.53,1826075,61420157
20230221,33.89,33.53,5027310,169284262
20230222,33.49,32.88,2019252,67373663
20230223,33.18,32.82,2725208,89777718
20230224,32.67,32.58,2856011,93259018
20230227,33.04,32.54,2718104,88673044
20230228,32.39,32.30,4678204,151458141
20230301,32.35,31.96,4582661,148028398
20230302,32.68,31.41,3729527,118289629
20230303,31.27,30.48,2143981,65935039
20230306,30.90,30.81,5495015,169460977
20230307,31.27,30.75,3261362,101765414
20230308,30.39,29.89,1409374,42791817
20230309,30.63,29.11,5649074,169165202
20230310,30.51,30.01,3030506,91437932
20230313,30.64,30.22,1682484,51442851
20230314,30.68,30.29,1116691,33911281
20230315,30.36,29.89,2882976,87092000
20230316,30.91,30.73,5793701,179028332
20230317,31.24,30.75,5524454,172547414
20230320,31.75,30.70,3243052,99882128
20230321,30.49,30.36,4979078,151289830
20230322,30.44,30.11,2019616,60973378
20230323,30.55,30.10,1337966,40326136
20230324,30.13,29.07,3532343,104664644
20230327,30.29,29.41,1776534,52766393
20230328,29.91,29.39,4745704,139742077
20230329,29.43,29.31,4201265,123646356
20230330,30.27,29.78,5088517,152266041
20230331,30.37,29.99,4498818,135669908
20230403,29.95,29.83,1550814,46434074
20230404,29.82,29.11,5804508,170202383
20230405,29.92,29.57,3447706,102473334
20230406,29.71,28.93,4317252,127640597
20230407,29.34,28.69,2182387,63870479
20230410,29.86,29.48,3919204,115709496
20230411,29.36,28.81,3218216,92922692
20230412,28.92,28.48,3794518,109517782
20230413,29.11,28.94,1397886,40533166
20230414,29.22,28.70,3727744,107583331
20230417,28.38,27.95,3241204,91438622
20230418,28.08,27.78,5011805,139779681
20230419,28.31,27.86,2934312,81859410
20230420,27.75,27.21,2125347,58365002
20230421,27.94,27.53,5389949,149825302
20230424,28.13,27.91,4412716,123402105
20230425,27.76,27.07,3150291,86237758
20230426,27.28,26.42,1765956,47640734
20230427,27.46,27.01,1461667,39549290
20230428,27.43,27.40,5946007,163029929
20230501,27.34,27.24,2724401,74474512
20230502,27.47,27.10,4076876,111884295
20230503,28.70,27.68,3754875,104496592
20230504,28.12,27.76,3993171,110894327
20230505,26.76,26.49,3088343,82625055
20230508,27.57,27.12,3512560,95344343
20230509,27.84,27.13,4357817,118605881
20230510,26.98,26.44,5913315,159093500
20230511,27.94,27.28,3405312,94038427
20230512,27.48,27.13,3663124,100161378
20230515,27.08,26.77,1813211,48856198
20230516,26.92,26.73,3585485,96017655
20230517,27.38,27.18,3968793,108407261
20230518,26.75,26.51,4228596,112362020
20230519,26.88,26.32,3203230,84604997
20230522,26.17,25.67,4550134,118823491
20230523,26.78,26.46,5294469,140413417
20230524,26.31,26.01,1805978,47151164
20230525,26.86,26.55,2807785,75160622
20230526,26.55,25.94,2397233,63438596
20230529,26.36,25.84,3490520,91346862
20230530,25.41,25.21,3611699,91729031
20230531,25.10,24.68,5597581,139491636
20230601,25.15,24.69,2773561,69647882
20230602,25.27,25.01,5894040,148018569
20230605,24.76,24.50,5964685,147419726
20230606,25.56,24.92,4866843,122650814
20230607,25.89,25.51,3429040,88209896
20230608,25.63,25.02,3643315,92240176
20230609,25.50,25.09,4503256,113615438
20230612,25.19,24.83,3439184,85740953
20230613,25.14,24.79,5847985,145449933
20230614,25.22,24.99,4090503,102462292
20230615,24.84,24.69,1652596,40983798
20230616,25.01,24.49,2831972,70297690
20230619,25.36,24.63,5348132,135598333
20230620,25.08,24.91,5359095,134153798
20230621,25.28,24.77,2738485,68636709
20230622,25.44,25.19,1833086,46605325
20230623,25.67,25.48,3815158,97805895
20230626,25.47,24.77,3026883,76362696
20230627,25.80,25.39,2431746,61965633
20230628,25.31,24.95,5611933,141999890
20230629,25.51,25.03,3897351,97704417
20230630,25.30,25.08,4446847,112056420
20230703,25.35,24.74,3322827,83938120
20230704,24.56,24.10,4289507,104767616
20230705,24.21,24.03,5242309,126674447
20230706,24.29,23.98,3921037,94565514
20230707,23.35,23.29,3432709,79961812
20230710,23.66,23.36,5461929,128018928
20230711,23.64,23.34,2660988,62908822
20230712,23.77,23.50,3555736,83803587
20230713,23.31,23.07,1004875,23335377
20230714,22.78,22.39,2297902,52049051
20230717,23.01,22.64,1965202,45129978
20230718,23.88,23.48,1895614,44903426
20230719,24.20,23.86,3032361,73109833
20230720,24.52,24.04,1357726,32992613
20230721,24.83,24.60,4113443,101829467
20230724,24.77,24.46,5101979,124988156
20230725,24.14,23.94,4681892,112899013
20230726,24.13,23.98,3945395,94838366
20230727,23.83,23.59,1691712,40175835
20230728,23.96,23.22,1208218,28781070
20230731,24.59,23.91,5935839,144531925
20230801,25.09,24.27,3299931,80784497
20230802,24.70,24.16,2685755,65650544
20230803,25.53,25.26,5201545,131698949
20230804,26.44,25.67,3631183,94498685
20230807,26.47,26.20,1119328,29356171
20230808,26.52,26.27,4604517,121103651
20230809,26.06,25.85,1356793,35223864
20230810,26.35,25.84,1708113,44342794
20230811,26.28,25.75,5693061,147133257
20230814,25.52,25.13,5078653,129179720
20230815,25.70,25.06,3193169,81416239
20230816,25.68,25.17,4012748,101631643
20230817,25.42,25.28,5141488,130489612
20230818,25.92,25.59,3890514,99722288
20230821,26.47,25.83,4661091,121702931
20230822,25.06,24.42,4179599,103257022
20230823,24.64,23.95,1814689,44502567
20230824,24.75,24.58,2929215,72389937
20230825,25.07,24.75,5471836,136424144
20230828,25.56,24.85,3741571,93706356
20230829,26.11,25.74,3726238,96774602
20230830,25.92,25.77,2240579,57985405
20230831,26.12,25.93,1029199,26867063
20230901,26.08,25.98,5847037,152021955
20230904,27.25,26.84,1042662,28263210
20230905,27.97,27.51,3158300,87491402
20230906,27.64,27.34,4141230,114142097
20230907,27.18,26.47,4860388,129907732
20230908,27.58,27.19,4032562,110407463
20230911,27.11,26.54,2717599,73047501
20230912,28.05,27.43,4856660,134537406
20230913,27.84,27.45,3011418,83638080
20230914,26.79,26.66,4946596,132105427
20230915,26.59,26.21,5609539,147183429
20230918,26.76,26.19,5386904,142075092
20230919,27.15,26.44,3718373,99486992
20230920,27.28,27.16,5799077,157999049
20230921,28.18,27.53,2702173,74969972
20230922,27.27,26.73,2597537,70252303
20230925,27.00,26.29,4515801,120225680
20230926,26.12,25.87,5788487,150337754
20230927,26.11,25.35,3318235,85403842
20230928,25.84,25.34,5209933,133652247
20230929,25.84,25.56,3821497,98456156
20231002,26.19,25.70,3187669,82581214
20231003,26.02,25.97,2449088,63621756
20231004,26.91,26.33,2787060,74163444
20231005,26.91,26.54,1894394,50637316
20231006,26.64,26.53,2623167,69742267
20231009,25.56,25.37,1795068,45626268
20231010,25.53,25.45,3993110,101748736
20231011,25.28,25.07,4138584,104461018
20231012,25.50,25.24,4692351,119221478
20231013,26.08,25.23,4324900,111326610
20231016,25.82,25.11,5268427,135064442
20231017,25.88,25.65,3730626,96310064
20231018,25.94,25.61,5269130,136511094
20231019,25.43,25.18,5825385,147361725
20231020,24.92,24.71,3200922,79607123
20231023,25.37,25.10,1385286,34784589
20231024,24.91,24.70,1619778,40049170
20231025,24.73,24.29,5758742,140799787
20231026,24.30,23.84,1486908,35768649
20231027,23.92,23.62,4945255,117410425
20231030,24.14,23.61,5842643,140510663
20231031,24.17,23.94,2641571,63467765
20231101,24.37,23.91,4488776,108641811
20231102,24.58,24.20,2874107,69863479
20231103,23.99,23.80,3275427,78540146
20231106,23.80,23.61,4448854,105609199
20231107,24.15,24.10,4037037,97490436
20231108,24.10,23.56,5590559,133957337
20231109,24.57,24.12,2881489,70736058
20231110,24.41,24.10,3332234,80561092
20231113,24.29,23.91,2904151,69765121
20231114,24.48,24.16,5959978,144471731
20231115,24.23,24.02,3158846,76016048
20231116,24.04,23.61,2107648,50048104
20231117,24.11,23.55,4443410,105815189
20231120,24.11,23.71,2043493,48866203
20231121,24.55,24.14,5323420,129866417
20231122,23.59,23.10,1793784,42183218
20231123,23.59,23.36,2173038,51068898
20231124,23.59,23.24,2969938,69281764
20231127,24.06,23.73,5400613,128632116
20231128,24.04,23.71,2526575,60301639
20231129,23.30,23.13,2773965,64375051
20231130,24.02,23.53,1605838,38048630
20231201,23.41,22.94,5202484,120577751
20231204,23.51,23.32,3611613,84282104
20231205,23.58,23.44,2942133,68977348
20231206,23.69,23.26,3262920,76589492
20231207,23.82,23.48,1606462,37745112
20231208,23.14,22.72,5990406,137842092
20231211,23.37,23.16,4952173,115224118
20231212,23.24,22.92,4526198,104339801
20231213,22.79,22.35,1986901,45081678
20231214,22.97,22.52,3495566,78894454
20231215,22.86,22.51,3805036,86129812
20231218,22.56,22.16,2989458,66313906
20231219,22.40,21.99,1053709,23494854
